id,product_id,sku,product_name,almacen_id,proveedor_id,tipo_movimiento_id,fecha,cantidad,costo_unitario,costo_total,stock_anterior,stock_resultante,documento,observaciones
12198,13,2WE71,VANS AUTHENTIC CANVAS AZUL,ALM003,,SALIDA_VENTA,2023-11-16,5.0,95.68,478.38,316.0,311.0,ORDEN-195492,Venta orden #195492
12199,52,8NN54,ADIDAS ALPHABOOST V1 CORE,ALM003,,SALIDA_VENTA,2023-11-16,4.0,107.01,428.04,341.0,337.0,ORDEN-195492,Venta orden #195492
12200,4,1GS46,VANS OLD SKOOL NEGRO/BLANCO,ALM002,,SALIDA_VENTA,2023-11-16,3.0,101.08,303.25,913.0,910.0,ORDEN-182364,Venta orden #182364
12201,23,4HJ92,VANS ERA CLASSIC NEGRO,ALM001,,SALIDA_VENTA,2023-11-16,1.0,67.11,67.11,1702.0,1701.0,ORDEN-182364,Venta orden #182364
12202,34,5UB78,CONVERSE JACK PURCELL SIGNATURE,ALM003,,SALIDA_VENTA,2023-11-16,5.0,111.29,556.47,630.0,625.0,ORDEN-182364,Venta orden #182364
12203,46,7NQ22,NIKE AIR MAX 90 INFRARED,ALM001,,SALIDA_VENTA,2023-11-16,1.0,110.99,110.99,1385.0,1384.0,ORDEN-182364,Venta orden #182364
12204,1,0RT28,NIKE AIR MAX 270 NEGRO,ALM002,,SALIDA_VENTA,2023-11-16,1.0,98.14,98.14,1608.0,1607.0,ORDEN-59543,Venta orden #59543
12205,10,2LM04,DR. MARTENS 1460 ORIGINAL NEGRO,ALM001,,SALIDA_VENTA,2023-11-16,5.0,73.7,368.52,493.0,488.0,ORDEN-59543,Venta orden #59543
12206,40,6UB33,REEBOK CLUB C 85 VINTAGE,ALM002,,SALIDA_VENTA,2023-11-16,5.0,83.57,417.84,1674.0,1669.0,ORDEN-59543,Venta orden #59543
12207,62,TAG2,ADIDAS DAME 8 EXTPLY,ALM003,,SALIDA_VENTA,2023-11-16,3.0,80.61,241.83,470.0,467.0,ORDEN-59543,Venta orden #59543
12208,13,2WE71,VANS AUTHENTIC CANVAS AZUL,ALM002,,SALIDA_VENTA,2023-11-16,2.0,81.53,163.06,915.0,913.0,ORDEN-55057,Venta orden #55057
12209,46,7NQ22,NIKE AIR MAX 90 INFRARED,ALM003,,SALIDA_VENTA,2023-11-16,5.0,101.96,509.79,862.0,857.0,ORDEN-55057,Venta orden #55057
12210,16,3JK90,NIKE REACT ELEMENT 55 GRIS,ALM002,,SALIDA_VENTA,2023-11-16,1.0,99.94,99.94,905.0,904.0,ORDEN-162815,Venta orden #162815
12211,54,8UF78,CONVERSE CT ALL STAR HI OPTICAL,ALM002,,SALIDA_VENTA,2023-11-16,3.0,81.04,243.13,1144.0,1141.0,ORDEN-162815,Venta orden #162815
12212,4,1GS46,VANS OLD SKOOL NEGRO/BLANCO,ALM002,,SALIDA_VENTA,2023-11-16,1.0,106.47,106.47,910.0,909.0,ORDEN-139789,Venta orden #139789
12213,15,3JK76,PUMA CALI SPORT MIX ROSA,ALM001,,SALIDA_VENTA,2023-11-16,3.0,86.73,260.19,568.0,565.0,ORDEN-139789,Venta orden #139789
12214,27,5BM69,ADIDAS SUPERSTAR FOUNDATION,ALM001,,SALIDA_VENTA,2023-11-16,2.0,105.62,211.25,668.0,666.0,ORDEN-139789,Venta orden #139789
12215,28,5GE27,NEW BALANCE 1080 V11 AZUL,ALM002,,SALIDA_VENTA,2023-11-16,3.0,104.54,313.63,400.0,397.0,ORDEN-139789,Venta orden #139789
12216,58,9OL25,NEW BALANCE FUELCELL TC ELITE,ALM002,,SALIDA_VENTA,2023-11-16,1.0,105.87,105.87,835.0,834.0,ORDEN-139789,Venta orden #139789
12217,6,2CF67,NEW BALANCE 990V5 GRIS,ALM001,,SALIDA_VENTA,2023-11-16,5.0,106.09,530.46,1344.0,1339.0,ORDEN-64663,Venta orden #64663
12218,11,2RW93,NIKE AIR FORCE 1 '07 BLANCO,ALM003,,SALIDA_VENTA,2023-11-16,1.0,77.63,77.63,1739.0,1738.0,ORDEN-64663,Venta orden #64663
12219,21,3YB32,NIKE BLAZER MID '77 VINTAGE,ALM003,,SALIDA_VENTA,2023-11-16,4.0,80.62,322.46,1126.0,1122.0,ORDEN-64663,Venta orden #64663
12220,23,4HJ92,VANS ERA CLASSIC NEGRO,ALM002,,SALIDA_VENTA,2023-11-16,1.0,69.64,69.64,1063.0,1062.0,ORDEN-64663,Venta orden #64663
12221,38,6LJ54,NEW BALANCE FRESH FOAM X MORE,ALM003,,SALIDA_VENTA,2023-11-16,2.0,94.5,189.0,834.0,832.0,ORDEN-64663,Venta orden #64663
12222,5,1TB10,PUMA RS-X SNEAKERS AZUL,ALM003,,SALIDA_VENTA,2023-11-16,2.0,78.75,157.5,600.0,598.0,ORDEN-30087,Venta orden #30087
12223,6,2CF67,NEW BALANCE 990V5 GRIS,ALM002,,SALIDA_VENTA,2023-11-16,4.0,101.35,405.41,909.0,905.0,ORDEN-30087,Venta orden #30087
12224,11,2RW93,NIKE AIR FORCE 1 '07 BLANCO,ALM003,,SALIDA_VENTA,2023-11-16,3.0,104.42,313.25,1738.0,1735.0,ORDEN-30087,Venta orden #30087
12225,22,4HC51,ADIDAS GAZELLE VINTAGE AZUL,ALM001,,SALIDA_VENTA,2023-11-16,1.0,72.76,72.76,1527.0,1526.0,ORDEN-30087,Venta orden #30087
12226,35,5XY10,PUMA FUTURE Z 1.1 NEYMAR,ALM002,,SALIDA_VENTA,2023-11-16,2.0,111.5,223.01,1790.0,1788.0,ORDEN-30087,Venta orden #30087
12227,11,2RW93,NIKE AIR FORCE 1 '07 BLANCO,ALM001,,SALIDA_VENTA,2023-11-16,1.0,88.15,88.15,800.0,799.0,ORDEN-110409,Venta orden #110409
12228,30,5GN30,REEBOK QUESTION MID IVERSON,ALM003,,SALIDA_VENTA,2023-11-16,1.0,86.45,86.45,1768.0,1767.0,ORDEN-110409,Venta orden #110409
12229,47,7TY55,ADIDAS CONTINENTAL 80 PRIDE,ALM002,,SALIDA_VENTA,2023-11-16,3.0,99.82,299.45,1720.0,1717.0,ORDEN-110409,Venta orden #110409
12230,52,8NN54,ADIDAS ALPHABOOST V1 CORE,ALM001,,SALIDA_VENTA,2023-11-16,3.0,90.46,271.37,975.0,972.0,ORDEN-110409,Venta orden #110409
12231,58,9OL25,NEW BALANCE FUELCELL TC ELITE,ALM001,,SALIDA_VENTA,2023-11-16,1.0,73.17,73.17,1414.0,1413.0,ORDEN-110409,Venta orden #110409
12232,34,5UB78,CONVERSE JACK PURCELL SIGNATURE,ALM002,,SALIDA_VENTA,2023-11-16,4.0,86.7,346.8,1253.0,1249.0,ORDEN-138782,Venta orden #138782
12233,36,6BC45,NIKE SB DUNK HIGH PRO,ALM003,,SALIDA_VENTA,2023-11-16,4.0,94.25,377.02,1811.0,1807.0,ORDEN-138782,Venta orden #138782
12234,59,XS56,JORDAN WHY NOT ZER0.5 RUSS,ALM003,,SALIDA_VENTA,2023-11-16,1.0,111.73,111.73,1216.0,1215.0,ORDEN-138782,Venta orden #138782
12235,20,3UK92,REEBOK NANO X1 NEGRO,ALM003,,SALIDA_VENTA,2023-11-16,3.0,73.21,219.62,1594.0,1591.0,ORDEN-51120,Venta orden #51120
12236,42,6VC22,ADIDAS YEEZY BOOST 350 V2,ALM001,,SALIDA_VENTA,2023-11-16,4.0,97.41,389.64,1439.0,1435.0,ORDEN-51120,Venta orden #51120
12237,53,8TF72,VANS COMFYCUSH ERA TRUE WHITE,ALM003,,SALIDA_VENTA,2023-11-16,4.0,74.47,297.86,829.0,825.0,ORDEN-51120,Venta orden #51120
12238,11,2RW93,NIKE AIR FORCE 1 '07 BLANCO,ALM002,,SALIDA_VENTA,2023-11-16,1.0,110.51,110.51,599.0,598.0,ORDEN-129129,Venta orden #129129
12239,15,3JK76,PUMA CALI SPORT MIX ROSA,ALM001,,SALIDA_VENTA,2023-11-16,5.0,93.86,469.32,565.0,560.0,ORDEN-129129,Venta orden #129129
12240,36,6BC45,NIKE SB DUNK HIGH PRO,ALM001,,SALIDA_VENTA,2023-11-16,2.0,73.14,146.28,1383.0,1381.0,ORDEN-129129,Venta orden #129129
12241,9,2JV62,TIMBERLAND 6-INCH PREMIUM BOOT CAMEL,ALM001,,SALIDA_VENTA,2023-11-16,3.0,85.88,257.63,548.0,545.0,ORDEN-30991,Venta orden #30991
12242,16,3JK90,NIKE REACT ELEMENT 55 GRIS,ALM003,,SALIDA_VENTA,2023-11-16,5.0,98.58,492.9,474.0,469.0,ORDEN-30991,Venta orden #30991
12243,19,3TU20,JORDAN 4 RETRO SE BLANCO,ALM003,,SALIDA_VENTA,2023-11-16,2.0,86.42,172.84,1144.0,1142.0,ORDEN-30991,Venta orden #30991
12244,49,8BC37,JORDAN 5 RETRO STEALTH,ALM003,,SALIDA_VENTA,2023-11-16,2.0,99.88,199.76,1765.0,1763.0,ORDEN-30991,Venta orden #30991
12245,59,XS56,JORDAN WHY NOT ZER0.5 RUSS,ALM002,,SALIDA_VENTA,2023-11-16,4.0,80.59,322.34,327.0,323.0,ORDEN-30991,Venta orden #30991
12246,8,2JD90,REEBOK CLASSIC LEATHER BLANCO,ALM001,,SALIDA_VENTA,2023-11-16,2.0,119.9,239.8,596.0,594.0,ORDEN-162118,Venta orden #162118
12247,11,2RW93,NIKE AIR FORCE 1 '07 BLANCO,ALM002,,SALIDA_VENTA,2023-11-16,4.0,74.62,298.46,598.0,594.0,ORDEN-162118,Venta orden #162118
12248,13,2WE71,VANS AUTHENTIC CANVAS AZUL,ALM002,,SALIDA_VENTA,2023-11-16,2.0,67.43,134.87,913.0,911.0,ORDEN-162118,Venta orden #162118
12249,17,3LV37,ADIDAS NMD_R1 V2 NEGRO,ALM001,,SALIDA_VENTA,2023-11-16,1.0,69.62,69.62,875.0,874.0,ORDEN-162118,Venta orden #162118
12250,60,WLCH1,REEBOK ZIG KINETICA II ENERGY,ALM002,,SALIDA_VENTA,2023-11-16,3.0,71.71,215.14,846.0,843.0,ORDEN-162118,Venta orden #162118
12251,1,0RT28,NIKE AIR MAX 270 NEGRO,ALM002,,SALIDA_VENTA,2023-11-16,5.0,86.94,434.7,1607.0,1602.0,ORDEN-35100,Venta orden #35100
12252,15,3JK76,PUMA CALI SPORT MIX ROSA,ALM002,,SALIDA_VENTA,2023-11-16,4.0,80.77,323.09,1129.0,1125.0,ORDEN-35100,Venta orden #35100
12253,22,4HC51,ADIDAS GAZELLE VINTAGE AZUL,ALM003,,SALIDA_VENTA,2023-11-16,2.0,74.29,148.58,1826.0,1824.0,ORDEN-35100,Venta orden #35100
12254,31,5IF41,NIKE CORTEZ BASIC BLANCO,ALM001,,SALIDA_VENTA,2023-11-16,4.0,88.51,354.02,294.0,290.0,ORDEN-144292,Venta orden #144292
12255,58,9OL25,NEW BALANCE FUELCELL TC ELITE,ALM003,,SALIDA_VENTA,2023-11-16,4.0,113.09,452.35,847.0,843.0,ORDEN-144292,Venta orden #144292
12256,11,2RW93,NIKE AIR FORCE 1 '07 BLANCO,ALM002,,SALIDA_VENTA,2023-11-16,5.0,90.05,450.24,594.0,589.0,ORDEN-115515,Venta orden #115515
12257,28,5GE27,NEW BALANCE 1080 V11 AZUL,ALM001,,SALIDA_VENTA,2023-11-16,5.0,89.59,447.93,648.0,643.0,ORDEN-115515,Venta orden #115515
12258,47,7TY55,ADIDAS CONTINENTAL 80 PRIDE,ALM003,,SALIDA_VENTA,2023-11-16,3.0,75.05,225.14,1016.0,1013.0,ORDEN-115515,Venta orden #115515
12259,7,2JD29,JORDAN 1 RETRO HIGH OG ROJO,ALM002,,SALIDA_VENTA,2023-11-16,5.0,92.44,462.18,607.0,602.0,ORDEN-170581,Venta orden #170581
12260,9,2JV62,TIMBERLAND 6-INCH PREMIUM BOOT CAMEL,ALM002,,SALIDA_VENTA,2023-11-16,4.0,79.16,316.63,1504.0,1500.0,ORDEN-170581,Venta orden #170581
12261,14,3ET67,CONVERSE ONE STAR PRO BLANCO,ALM002,,SALIDA_VENTA,2023-11-16,4.0,89.41,357.62,1649.0,1645.0,ORDEN-170581,Venta orden #170581
12262,35,5XY10,PUMA FUTURE Z 1.1 NEYMAR,ALM001,,SALIDA_VENTA,2023-11-16,1.0,90.85,90.85,826.0,825.0,ORDEN-170581,Venta orden #170581
12263,8,2JD90,REEBOK CLASSIC LEATHER BLANCO,ALM002,,SALIDA_VENTA,2023-11-16,2.0,89.27,178.55,894.0,892.0,ORDEN-177008,Venta orden #177008
12264,53,8TF72,VANS COMFYCUSH ERA TRUE WHITE,ALM002,,SALIDA_VENTA,2023-11-16,1.0,77.75,77.75,798.0,797.0,ORDEN-177008,Venta orden #177008
12265,53,8TF72,VANS COMFYCUSH ERA TRUE WHITE,ALM001,,SALIDA_VENTA,2023-11-16,1.0,78.89,78.89,1096.0,1095.0,ORDEN-11917,Venta orden #11917
12266,57,9OK21,ADIDAS X SPEEDFLOW.1 FG,ALM002,,SALIDA_VENTA,2023-11-16,2.0,70.58,141.16,401.0,399.0,ORDEN-11917,Venta orden #11917
12267,1,0RT28,NIKE AIR MAX 270 NEGRO,ALM002,,SALIDA_VENTA,2023-11-16,3.0,106.25,318.74,1602.0,1599.0,ORDEN-145270,Venta orden #145270
12268,4,1GS46,VANS OLD SKOOL NEGRO/BLANCO,ALM001,,SALIDA_VENTA,2023-11-16,5.0,91.84,459.18,1420.0,1415.0,ORDEN-145270,Venta orden #145270
12269,22,4HC51,ADIDAS GAZELLE VINTAGE AZUL,ALM003,,SALIDA_VENTA,2023-11-16,5.0,104.66,523.29,1824.0,1819.0,ORDEN-145270,Venta orden #145270
12270,48,7YV41,NEW BALANCE 327 CASABLANCA,ALM002,,SALIDA_VENTA,2023-11-16,4.0,108.55,434.21,1547.0,1543.0,ORDEN-145270,Venta orden #145270
12271,50,8DO33,REEBOK INSTAPUMP FURY OG,ALM001,,SALIDA_VENTA,2023-11-16,2.0,113.42,226.85,1400.0,1398.0,ORDEN-145270,Venta orden #145270
12272,14,3ET67,CONVERSE ONE STAR PRO BLANCO,ALM001,,SALIDA_VENTA,2023-11-16,3.0,88.9,266.71,1549.0,1546.0,ORDEN-163158,Venta orden #163158
12273,15,3JK76,PUMA CALI SPORT MIX ROSA,ALM003,,SALIDA_VENTA,2023-11-16,2.0,103.39,206.78,1625.0,1623.0,ORDEN-163158,Venta orden #163158
12274,20,3UK92,REEBOK NANO X1 NEGRO,ALM001,,SALIDA_VENTA,2023-11-16,1.0,73.09,73.09,1402.0,1401.0,ORDEN-163158,Venta orden #163158
12275,26,4QI22,NIKE DUNK LOW RETRO PANDA,ALM001,,SALIDA_VENTA,2023-11-16,3.0,87.82,263.47,644.0,641.0,ORDEN-163158,Venta orden #163158
12276,23,4HJ92,VANS ERA CLASSIC NEGRO,ALM003,,SALIDA_VENTA,2023-11-16,1.0,114.49,114.49,868.0,867.0,ORDEN-118852,Venta orden #118852
12277,58,9OL25,NEW BALANCE FUELCELL TC ELITE,ALM001,,SALIDA_VENTA,2023-11-16,4.0,104.87,419.47,1413.0,1409.0,ORDEN-118852,Venta orden #118852
12278,9,2JV62,TIMBERLAND 6-INCH PREMIUM BOOT CAMEL,ALM001,,SALIDA_VENTA,2023-11-16,1.0,66.31,66.31,545.0,544.0,ORDEN-54590,Venta orden #54590
12279,34,5UB78,CONVERSE JACK PURCELL SIGNATURE,ALM001,,SALIDA_VENTA,2023-11-16,3.0,113.24,339.73,683.0,680.0,ORDEN-54590,Venta orden #54590
12280,56,9GQ28,NIKE ZOOM FREAK 3 GIANNIS,ALM003,,SALIDA_VENTA,2023-11-16,4.0,85.36,341.45,1394.0,1390.0,ORDEN-54590,Venta orden #54590
12281,4,1GS46,VANS OLD SKOOL NEGRO/BLANCO,ALM001,,SALIDA_VENTA,2023-11-16,2.0,88.07,176.15,1415.0,1413.0,ORDEN-166262,Venta orden #166262
12282,10,2LM04,DR. MARTENS 1460 ORIGINAL NEGRO,ALM001,,SALIDA_VENTA,2023-11-16,4.0,79.42,317.69,488.0,484.0,ORDEN-166262,Venta orden #166262
12283,37,6GH85,ADIDAS ZX 2K BOOST GRIS,ALM003,,SALIDA_VENTA,2023-11-16,2.0,108.86,217.73,1396.0,1394.0,ORDEN-166262,Venta orden #166262
12284,9,2JV62,TIMBERLAND 6-INCH PREMIUM BOOT CAMEL,ALM003,,SALIDA_VENTA,2023-11-16,4.0,93.24,372.96,1429.0,1425.0,ORDEN-37056,Venta orden #37056
12285,17,3LV37,ADIDAS NMD_R1 V2 NEGRO,ALM001,,SALIDA_VENTA,2023-11-16,1.0,119.11,119.11,874.0,873.0,ORDEN-37056,Venta orden #37056
12286,37,6GH85,ADIDAS ZX 2K BOOST GRIS,ALM002,,SALIDA_VENTA,2023-11-16,1.0,73.22,73.22,1604.0,1603.0,ORDEN-37056,Venta orden #37056
12287,41,6UK81,NIKE PEGASUS 39 RUNNING,ALM003,,SALIDA_VENTA,2023-11-16,3.0,107.24,321.71,1487.0,1484.0,ORDEN-37056,Venta orden #37056
12288,56,9GQ28,NIKE ZOOM FREAK 3 GIANNIS,ALM001,,SALIDA_VENTA,2023-11-16,1.0,113.93,113.93,1798.0,1797.0,ORDEN-37056,Venta orden #37056
12289,16,3JK90,NIKE REACT ELEMENT 55 GRIS,ALM003,,SALIDA_VENTA,2023-11-16,1.0,113.42,113.42,469.0,468.0,ORDEN-147815,Venta orden #147815
12290,26,4QI22,NIKE DUNK LOW RETRO PANDA,ALM001,,SALIDA_VENTA,2023-11-16,3.0,107.81,323.42,641.0,638.0,ORDEN-147815,Venta orden #147815
12291,25,4PJ19,PUMA SUEDE CLASSIC XXI ROJO,ALM001,,SALIDA_VENTA,2023-11-16,4.0,110.38,441.53,802.0,798.0,ORDEN-148979,Venta orden #148979
12292,43,7BS71,VANS SK8-HI MTE WATERPROOF,ALM001,,SALIDA_VENTA,2023-11-16,1.0,79.31,79.31,1792.0,1791.0,ORDEN-148979,Venta orden #148979
12293,47,7TY55,ADIDAS CONTINENTAL 80 PRIDE,ALM002,,SALIDA_VENTA,2023-11-16,1.0,93.34,93.34,1717.0,1716.0,ORDEN-148979,Venta orden #148979
12294,3,1GB82,CONVERSE CHUCK TAYLOR ALL STAR NEGRO,ALM002,,SALIDA_VENTA,2023-11-16,4.0,96.04,384.14,542.0,538.0,ORDEN-189916,Venta orden #189916
12295,31,5IF41,NIKE CORTEZ BASIC BLANCO,ALM001,,SALIDA_VENTA,2023-11-16,4.0,84.26,337.03,290.0,286.0,ORDEN-189916,Venta orden #189916
12296,59,XS56,JORDAN WHY NOT ZER0.5 RUSS,ALM003,,SALIDA_VENTA,2023-11-16,3.0,103.36,310.09,1215.0,1212.0,ORDEN-189916,Venta orden #189916
12297,1,0RT28,NIKE AIR MAX 270 NEGRO,ALM002,,SALIDA_VENTA,2023-11-16,4.0,82.99,331.94,1599.0,1595.0,ORDEN-25292,Venta orden #25292
12298,2,1AB92,ADIDAS ULTRABOOST 22 BLANCO,ALM003,,SALIDA_VENTA,2023-11-16,5.0,73.96,369.81,821.0,816.0,ORDEN-25292,Venta orden #25292
12299,29,5GF68,JORDAN 11 RETRO LOW BRED,ALM002,,SALIDA_VENTA,2023-11-16,5.0,110.61,553.05,1335.0,1330.0,ORDEN-25292,Venta orden #25292
12300,31,5IF41,NIKE CORTEZ BASIC BLANCO,ALM003,,SALIDA_VENTA,2023-11-16,4.0,78.93,315.72,1291.0,1287.0,ORDEN-25292,Venta orden #25292
12301,62,TAG2,ADIDAS DAME 8 EXTPLY,ALM002,,SALIDA_VENTA,2023-11-16,5.0,88.25,441.27,590.0,585.0,ORDEN-25292,Venta orden #25292
12302,6,2CF67,NEW BALANCE 990V5 GRIS,ALM001,,SALIDA_VENTA,2023-11-16,2.0,97.33,194.66,1339.0,1337.0,ORDEN-33357,Venta orden #33357
12303,27,5BM69,ADIDAS SUPERSTAR FOUNDATION,ALM001,,SALIDA_VENTA,2023-11-16,4.0,101.42,405.7,666.0,662.0,ORDEN-33357,Venta orden #33357
12304,51,8LG34,NIKE AIR MAX 97 SILVER BULLET,ALM002,,SALIDA_VENTA,2023-11-16,4.0,116.18,464.71,1091.0,1087.0,ORDEN-33357,Venta orden #33357
12305,2,1AB92,ADIDAS ULTRABOOST 22 BLANCO,ALM002,,SALIDA_VENTA,2023-11-16,1.0,109.43,109.43,857.0,856.0,ORDEN-130650,Venta orden #130650
12306,17,3LV37,ADIDAS NMD_R1 V2 NEGRO,ALM003,,SALIDA_VENTA,2023-11-16,1.0,72.77,72.77,1003.0,1002.0,ORDEN-130650,Venta orden #130650
12307,54,8UF78,CONVERSE CT ALL STAR HI OPTICAL,ALM001,,SALIDA_VENTA,2023-11-16,1.0,103.63,103.63,1253.0,1252.0,ORDEN-130650,Venta orden #130650
12308,17,3LV37,ADIDAS NMD_R1 V2 NEGRO,ALM002,,SALIDA_VENTA,2023-11-16,2.0,97.16,194.33,1319.0,1317.0,ORDEN-43193,Venta orden #43193
12309,23,4HJ92,VANS ERA CLASSIC NEGRO,ALM002,,SALIDA_VENTA,2023-11-16,4.0,116.89,467.54,1062.0,1058.0,ORDEN-43193,Venta orden #43193
12310,47,7TY55,ADIDAS CONTINENTAL 80 PRIDE,ALM001,,SALIDA_VENTA,2023-11-16,5.0,81.47,407.37,1520.0,1515.0,ORDEN-43193,Venta orden #43193
12311,34,5UB78,CONVERSE JACK PURCELL SIGNATURE,ALM003,,SALIDA_VENTA,2023-11-16,5.0,88.48,442.38,625.0,620.0,ORDEN-59811,Venta orden #59811
12312,51,8LG34,NIKE AIR MAX 97 SILVER BULLET,ALM002,,SALIDA_VENTA,2023-11-16,2.0,104.75,209.51,1087.0,1085.0,ORDEN-59811,Venta orden #59811
12313,52,8NN54,ADIDAS ALPHABOOST V1 CORE,ALM003,,SALIDA_VENTA,2023-11-16,1.0,97.69,97.69,337.0,336.0,ORDEN-59811,Venta orden #59811
12314,1,0RT28,NIKE AIR MAX 270 NEGRO,ALM001,,SALIDA_VENTA,2023-11-16,1.0,71.08,71.08,1354.0,1353.0,ORDEN-114126,Venta orden #114126
12315,2,1AB92,ADIDAS ULTRABOOST 22 BLANCO,ALM003,,SALIDA_VENTA,2023-11-16,3.0,89.29,267.86,816.0,813.0,ORDEN-114126,Venta orden #114126
12316,41,6UK81,NIKE PEGASUS 39 RUNNING,ALM002,,SALIDA_VENTA,2023-11-16,2.0,96.52,193.04,322.0,320.0,ORDEN-114126,Venta orden #114126
12317,45,7NM98,PUMA RALPH SAMPSON LO RETRO,ALM003,,SALIDA_VENTA,2023-11-16,1.0,95.67,95.67,976.0,975.0,ORDEN-114126,Venta orden #114126
12318,8,2JD90,REEBOK CLASSIC LEATHER BLANCO,ALM001,,SALIDA_VENTA,2023-11-16,2.0,103.03,206.06,594.0,592.0,ORDEN-34340,Venta orden #34340
12319,11,2RW93,NIKE AIR FORCE 1 '07 BLANCO,ALM003,,SALIDA_VENTA,2023-11-16,2.0,108.56,217.13,1735.0,1733.0,ORDEN-34340,Venta orden #34340
12320,29,5GF68,JORDAN 11 RETRO LOW BRED,ALM003,,SALIDA_VENTA,2023-11-16,2.0,78.56,157.12,564.0,562.0,ORDEN-34340,Venta orden #34340
12321,39,6PM40,JORDAN 3 RETRO OG WHITE CEMENT,ALM002,,SALIDA_VENTA,2023-11-16,4.0,66.61,266.45,1833.0,1829.0,ORDEN-34340,Venta orden #34340
12322,43,7BS71,VANS SK8-HI MTE WATERPROOF,ALM002,,SALIDA_VENTA,2023-11-16,1.0,66.17,66.17,543.0,542.0,ORDEN-34340,Venta orden #34340
12323,38,6LJ54,NEW BALANCE FRESH FOAM X MORE,ALM001,,SALIDA_VENTA,2023-11-16,3.0,77.22,231.66,1396.0,1393.0,ORDEN-139374,Venta orden #139374
12324,53,8TF72,VANS COMFYCUSH ERA TRUE WHITE,ALM003,,SALIDA_VENTA,2023-11-16,5.0,76.1,380.49,825.0,820.0,ORDEN-139374,Venta orden #139374
12325,6,2CF67,NEW BALANCE 990V5 GRIS,ALM003,,SALIDA_VENTA,2023-11-16,4.0,70.48,281.9,1582.0,1578.0,ORDEN-113903,Venta orden #113903
12326,13,2WE71,VANS AUTHENTIC CANVAS AZUL,ALM002,,SALIDA_VENTA,2023-11-16,5.0,88.18,440.91,911.0,906.0,ORDEN-113903,Venta orden #113903
12327,61,TAG1,NIKE KYRIE 8 INFINITY,ALM003,,SALIDA_VENTA,2023-11-16,4.0,112.12,448.46,1573.0,1569.0,ORDEN-113903,Venta orden #113903
12328,1,0RT28,NIKE AIR MAX 270 NEGRO,ALM003,,SALIDA_VENTA,2023-11-16,5.0,82.17,410.85,651.0,646.0,ORDEN-96533,Venta orden #96533
12329,33,5TU10,VANS SLIP-ON PRO CHECKER,ALM003,,SALIDA_VENTA,2023-11-16,4.0,93.22,372.89,715.0,711.0,ORDEN-96533,Venta orden #96533
12330,55,8VS71,PUMA SPEED CAT OG SPARCO,ALM002,,SALIDA_VENTA,2023-11-16,1.0,118.29,118.29,350.0,349.0,ORDEN-96533,Venta orden #96533
12331,35,5XY10,PUMA FUTURE Z 1.1 NEYMAR,ALM003,,SALIDA_VENTA,2023-11-16,3.0,96.47,289.4,1012.0,1009.0,ORDEN-93345,Venta orden #93345
12332,36,6BC45,NIKE SB DUNK HIGH PRO,ALM003,,SALIDA_VENTA,2023-11-16,2.0,91.85,183.71,1807.0,1805.0,ORDEN-93345,Venta orden #93345
12333,42,6VC22,ADIDAS YEEZY BOOST 350 V2,ALM001,,SALIDA_VENTA,2023-11-16,4.0,117.78,471.12,1435.0,1431.0,ORDEN-93345,Venta orden #93345
12334,56,9GQ28,NIKE ZOOM FREAK 3 GIANNIS,ALM001,,SALIDA_VENTA,2023-11-16,3.0,116.1,348.3,1797.0,1794.0,ORDEN-93345,Venta orden #93345
12335,58,9OL25,NEW BALANCE FUELCELL TC ELITE,ALM003,,SALIDA_VENTA,2023-11-16,1.0,89.47,89.47,843.0,842.0,ORDEN-93345,Venta orden #93345
12336,12,2TK59,ADIDAS STAN SMITH VERDE,ALM003,,SALIDA_VENTA,2023-11-16,4.0,91.24,364.97,1018.0,1014.0,ORDEN-50023,Venta orden #50023
12337,41,6UK81,NIKE PEGASUS 39 RUNNING,ALM003,,SALIDA_VENTA,2023-11-16,5.0,80.89,404.46,1484.0,1479.0,ORDEN-50023,Venta orden #50023
12338,48,7YV41,NEW BALANCE 327 CASABLANCA,ALM002,,SALIDA_VENTA,2023-11-16,5.0,103.07,515.34,1543.0,1538.0,ORDEN-50023,Venta orden #50023
12339,55,8VS71,PUMA SPEED CAT OG SPARCO,ALM003,,SALIDA_VENTA,2023-11-16,3.0,93.88,281.63,1641.0,1638.0,ORDEN-50023,Venta orden #50023
12340,19,3TU20,JORDAN 4 RETRO SE BLANCO,ALM002,,SALIDA_VENTA,2023-11-16,4.0,97.65,390.6,1059.0,1055.0,ORDEN-45345,Venta orden #45345
12341,45,7NM98,PUMA RALPH SAMPSON LO RETRO,ALM003,,SALIDA_VENTA,2023-11-16,5.0,118.35,591.75,975.0,970.0,ORDEN-45345,Venta orden #45345
12342,53,8TF72,VANS COMFYCUSH ERA TRUE WHITE,ALM003,,SALIDA_VENTA,2023-11-16,1.0,96.07,96.07,820.0,819.0,ORDEN-45345,Venta orden #45345
12343,23,4HJ92,VANS ERA CLASSIC NEGRO,ALM002,,SALIDA_VENTA,2023-11-16,5.0,106.35,531.75,1058.0,1053.0,ORDEN-120849,Venta orden #120849
12344,38,6LJ54,NEW BALANCE FRESH FOAM X MORE,ALM002,,SALIDA_VENTA,2023-11-16,4.0,98.68,394.7,1034.0,1030.0,ORDEN-120849,Venta orden #120849
