ID_Compra,Producto_ID,SKU,Nombre_Producto,Proveedor,Fecha_Compra,Cantidad_Comprada,Precio_Unitario_USD,Total_Compra_USD,Stock_Acumulado,Costo_Promedio_USD,Tipo_Compra
176,25,4PJ19,Zapatos Mocasín Elegantes Sin Cordón,Calzado Prada El Salvador,2023-05-05,113,14.6186664516,1651.9093090308,436,14.6186664516,Reposición
177,45,7NM98,Sandalias Slides Confort Unisex,Hilasal (Hilandería de Centro América),2023-05-05,137,7.993776089699999,1095.1473242888999,492,7.993776089699999,Reposición
178,31,5IF41,Sandalias Tipo Huarache Tradicionales,Payless ShoeSource El Salvador,2023-05-06,129,7.6149649449000005,982.3304778921,433,7.6149649449000005,Reposición
179,29,5GF68,Calzado Fútbol Tacos Profesionales,Diana Comercial,2023-05-06,111,9.0441160821,1003.8968851131001,445,9.0441160821,Reposición
180,36,6BC45,Sandalias Playa Niños Coloridas,Payless ShoeSource El Salvador,2023-05-07,111,4.717920621600001,523.6891889976001,431,4.717920621600001,Reposición
181,64,2EW02,Calzado Boxing Botín Competencia,Payless ShoeSource El Salvador,2023-05-08,109,8.359673218200003,911.2043807838003,407,8.359673218200003,Reposición
182,53,8TF72,Zapatos Penny Loafer Clásicos,Calzado Prada El Salvador,2023-05-09,121,13.4908423614,1632.3919257294,421,13.4908423614,Reposición
183,22,4HC51,Zapatillas Running Trail Mountain,Payless ShoeSource El Salvador,2023-05-09,125,12.302752861800004,1537.8441077250004,442,12.302752861800004,Reposición
184,41,6UK81,Zapatillas Tenis Clásicas Blancas,Adoc S.A. de C.V.,2023-05-09,109,12.449111713200002,1356.9531767388003,394,12.449111713200002,Reposición
185,30,5GN30,Botas Montaña Hiking Adventure,Calzado Lexus,2023-05-09,127,10.9855231992,1395.1614462983998,459,10.9855231992,Reposición
186,51,8LG34,Botas Militares Tácticas Combat,Calzado Lexus,2023-05-09,116,11.364334344,1318.262783904,415,11.364334344,Reposición
187,38,6LJ54,Botas de Trabajo Industrial Reforzadas,Almacenes Siman,2023-05-11,127,11.743145488800003,1491.3794770776003,432,11.743145488800003,Reposición
188,47,7TY55,Zapatillas Walking Confort Plus,Almacenes Siman,2023-05-13,119,9.991143944100005,1188.9461293479005,417,9.991143944100005,Reposición
189,17,3LV37,Zapatillas Running Ligeras Performance,Diana Comercial,2023-05-13,118,11.2567175415,1328.292669897,446,11.2567175415,Reposición
190,9,2JV62,Sandalias Ortopédicas Soporte Arco,Adoc S.A. de C.V.,2023-05-14,137,6.926217408900001,948.8917850193002,467,6.926217408900001,Reposición
191,26,4QI22,Botas Fashion Urbanas Mujer,Adoc S.A. de C.V.,2023-05-14,118,11.450427786000004,1351.1504787480005,432,11.450427786000004,Reposición
192,58,9OL25,Botas Trabajo Punta Acero Seguridad,Payless ShoeSource El Salvador,2023-05-14,120,9.913659846300002,1189.6391815560003,414,9.913659846300002,Reposición
193,14,3ET67,Zapatos Loafer Borlas Ejecutivos,Diana Comercial,2023-06-19,112,13.3789208868,1498.4391393216,558,13.3789208868,Reposición
194,1,0RT28,Sandalias Deportivas Acuáticas,Calzado Prada El Salvador,2023-06-20,134,6.0825016773,815.0552247582,583,6.0825016773,Reposición
195,48,7YV41,Calzado Tenis Clay Court Especial,Diana Comercial,2023-06-22,128,11.071616641200004,1417.1669300736005,542,11.071616641200004,Reposición
196,34,5UB78,Zapatillas Skate Urban Style,Adoc S.A. de C.V.,2023-06-22,129,11.601091309500001,1496.5407789255,541,11.601091309500001,Reposición
197,59,XS56,Calzado Gym Training Multisport,Calzado Lexus,2023-06-26,104,12.9183209721,1343.5053810984,540,12.9183209721,Reposición
198,2,1AB92,Botas Trabajo Punta Acero Seguridad,Hilasal (Hilandería de Centro América),2023-06-28,121,10.5335326287,1274.5574480727,558,10.5335326287,Reposición
199,23,4HJ92,Zapatos Salón Tacón Medio Oficina,Adoc S.A. de C.V.,2023-06-28,131,11.381553032400005,1490.9834472444006,557,11.381553032400005,Reposición
200,16,3JK90,Calzado Golf Waterproof Premium,Payless ShoeSource El Salvador,2023-06-29,130,9.371271161700001,1218.265251021,544,9.371271161700001,Reposición
201,35,5XY10,Zapatos Tipo Brogue Premium Cuero,Payless ShoeSource El Salvador,2023-06-30,113,15.3461560365,1734.1156321245,561,15.3461560365,Reposición
202,42,6VC22,Sandalias Casual Verano Acolchadas,Almacenes Siman,2023-06-30,120,7.3007238816000015,876.0868657920001,548,7.3007238816000015,Reposición
203,10,2LM04,Botas Casual Chukka Ante,Adoc S.A. de C.V.,2023-06-30,108,11.5881772932,1251.5231476656,559,11.5881772932,Reposición
204,20,3UK92,Zapatillas Casual Canvas Juveniles,Calzado Lexus,2023-07-02,130,8.527555430100005,1108.5822059130007,579,8.527555430100005,Reposición
205,37,6GH85,Calzado Ciclismo Clips Performance,Adoc S.A. de C.V.,2023-07-02,124,10.550751317100003,1308.2931633204005,579,10.550751317100003,Reposición
206,52,8NN54,Botas Vaqueras Western Clásicas,Diana Comercial,2023-07-02,108,11.971293110100003,1292.8996558908004,531,11.971293110100003,Reposición
207,60,WLCH1,Zapatillas Tenis Premium Leather,Hilasal (Hilandería de Centro América),2023-07-03,115,16.069340949300006,1847.9742091695007,558,16.069340949300006,Reposición
208,3,1GB82,Calzado Gym Training Multisport,Almacenes Siman,2023-07-04,123,10.5077045961,1292.4476653203,558,10.5077045961,Reposición
209,44,7BS72,Zapatillas Training CrossFit Elite,Hilasal (Hilandería de Centro América),2023-07-04,117,12.4577210574,1457.5533637158,557,12.4577210574,Reposición
210,31,5IF41,Sandalias Tipo Huarache Tradicionales,Hilasal (Hilandería de Centro América),2023-07-05,112,6.8917800321000025,771.8793635952003,545,6.8917800321000025,Reposición
211,28,5GE27,Sandalias Playa Flip-Flop Confort,Mundo de Calzado,2023-07-05,129,6.779858557500001,874.6017539175001,518,6.779858557500001,Reposición
212,8,2JD90,Calzado Boxing Botín Competencia,Almacenes Siman,2023-07-06,134,9.465973947900004,1268.4405090186006,554,9.465973947900004,Reposición
213,5,1TB10,Botas Invierno Térmicas Impermeables,Diana Comercial,2023-07-06,109,12.087519256800004,1317.5395989912004,523,12.087519256800004,Reposición
214,64,2EW02,Calzado Boxing Botín Competencia,Mundo de Calzado,2023-07-07,107,9.018288049499999,964.9568212964999,514,9.018288049499999,Reposición
215,45,7NM98,Sandalias Slides Confort Unisex,Diana Comercial,2023-07-07,128,7.330856586300004,938.3496430464005,620,7.330856586300004,Reposición
216,19,3TU20,Zapatos Oxford Mujer Profesionales,Adoc S.A. de C.V.,2023-07-08,127,12.991500397800001,1649.9205505206,581,12.991500397800001,Reposición
217,40,6UB33,Calzado Volleyball Indoor Pro,Adoc S.A. de C.V.,2023-07-08,127,12.625603269300004,1603.4516152011006,590,12.625603269300004,Reposición
218,43,7BS71,Zapatos Derby Clásicos Oficina,Mundo de Calzado,2023-07-09,111,11.519302539600003,1278.6425818956004,503,11.519302539600003,Reposición
219,50,8DO33,Botas Chelsea Casual Premium,Payless ShoeSource El Salvador,2023-07-10,122,14.429260879200005,1760.3698272624006,562,14.429260879200005,Reposición
220,54,8UF78,Zapatillas Casual Urbanas Confort,Adoc S.A. de C.V.,2023-07-10,116,11.321287623000005,1313.2693642680006,565,11.321287623000005,Reposición
221,4,1GS46,Zapatillas Tenis Premium Leather,Payless ShoeSource El Salvador,2023-07-11,113,10.9639998387,1238.9319817731,539,10.9639998387,Reposición
222,25,4PJ19,Zapatos Mocasín Elegantes Sin Cordón,Payless ShoeSource El Salvador,2023-07-11,118,15.427944806400006,1820.4974871552008,554,15.427944806400006,Reposición
223,12,2TK59,Sandalias Gladiador Fashion Mujer,Mundo de Calzado,2023-07-12,112,5.906010121200001,661.4731335744002,532,5.906010121200001,Reposición
224,18,3RE23,Botas Motociclista Protección Total,Calzado Lexus,2023-07-12,131,12.276924829200004,1608.2771526252004,604,12.276924829200004,Reposición
225,24,4KL66,Botas Senderismo Trail Explorer,Diana Comercial,2023-07-12,131,15.2643672666,1999.6321119246002,558,15.2643672666,Reposición
226,56,9GQ28,Zapatos Monk Strap Doble Hebilla,Adoc S.A. de C.V.,2023-07-14,128,16.103778326100002,2061.2836257408003,579,16.103778326100002,Reposición
227,9,2JV62,Sandalias Ortopédicas Soporte Arco,Mundo de Calzado,2023-07-14,134,7.3265519142,981.7579565028001,601,7.3265519142,Reposición
228,27,5BM69,Zapatillas Deportivas Running Pro,Adoc S.A. de C.V.,2023-07-14,141,9.1043814915,1283.7177903015,557,9.1043814915,Reposición
229,11,2RW93,Zapatillas Slip-On Casual Relax,Almacenes Siman,2023-07-15,108,9.9351832068,1072.9997863344,561,9.9351832068,Reposición
230,21,3YB32,Sandalias Plataforma Mujer Elegantes,Almacenes Siman,2023-07-15,121,8.1831816621,990.1649811141001,535,8.1831816621,Reposición
231,29,5GF68,Calzado Fútbol Tacos Profesionales,Calzado Lexus,2023-07-15,120,9.4918019805,1139.0162376600001,565,9.4918019805,Reposición
232,6,2CF67,Botas Lluvia Impermeables Pro,Calzado Prada El Salvador,2023-07-15,103,11.790496881900001,1214.4211788357002,514,11.790496881900001,Reposición
233,26,4QI22,Botas Fashion Urbanas Mujer,Adoc S.A. de C.V.,2023-07-15,119,12.995805069900005,1546.5008033181005,551,12.995805069900005,Reposición
234,15,3JK76,Sandalias Cuero Artesanales Premium,Calzado Lexus,2023-07-16,111,8.2951031367,920.7564481736999,496,8.2951031367,Reposición
235,55,8VS71,Zapatillas Lifestyle Urban Street,Calzado Prada El Salvador,2023-07-17,126,10.0901514024,1271.3590767024,591,10.0901514024,Reposición
236,49,8BC37,Zapatillas Basketball High Top,Adoc S.A. de C.V.,2023-07-18,125,9.547762717800003,1193.4703397250005,574,9.547762717800003,Reposición
237,7,2JD29,Calzado Natación Acuático Grip,Mundo de Calzado,2023-07-19,112,9.5520673899,1069.8315476687999,518,9.5520673899,Reposición
238,63,TAG3,Calzado Natación Acuático Grip,Calzado Prada El Salvador,2023-07-20,129,9.448755259500004,1218.8894284755006,566,9.448755259500004,Reposición
239,36,6BC45,Sandalias Playa Niños Coloridas,Mundo de Calzado,2023-07-21,120,4.9718962755,596.62755306,551,4.9718962755,Reposición
240,57,9OK21,Sandalias Deportivas Acuáticas,Calzado Prada El Salvador,2023-07-21,114,7.640792977500001,871.0503994350001,565,7.640792977500001,Reposición
241,51,8LG34,Botas Militares Tácticas Combat,Payless ShoeSource El Salvador,2023-07-22,120,12.883883595300002,1546.0660314360002,535,12.883883595300002,Reposición
242,53,8TF72,Zapatos Penny Loafer Clásicos,Hilasal (Hilandería de Centro América),2023-07-24,113,13.0216331025,1471.4445405825,534,13.0216331025,Reposición
243,61,TAG1,Botas Invierno Térmicas Impermeables,Diana Comercial,2023-07-24,121,14.506744977,1755.316142217,546,14.506744977,Reposición
244,46,7NQ22,Zapatos Piel Charol Eventos Formales,Calzado Prada El Salvador,2023-07-25,133,13.981574980799998,1859.5494724463997,539,13.981574980799998,Reposición
245,22,4HC51,Zapatillas Running Trail Mountain,Diana Comercial,2023-07-25,132,13.4434909683,1774.5408078156001,574,13.4434909683,Reposición
246,62,TAG2,Botas Lluvia Impermeables Pro,Payless ShoeSource El Salvador,2023-07-25,121,15.483905543700002,1873.5525707877002,541,15.483905543700002,Reposición
247,39,6PM40,Tacones Plataforma Fiesta Mujer,Adoc S.A. de C.V.,2023-07-26,115,9.849089764800004,1132.6453229520005,580,9.849089764800004,Reposición
248,13,2WE71,Tacones Stiletto Mujer Elegantes,Calzado Prada El Salvador,2023-07-26,121,9.3583571454,1132.3612145933998,562,9.3583571454,Reposición
249,38,6LJ54,Botas de Trabajo Industrial Reforzadas,Mundo de Calzado,2023-07-27,129,11.859371635500004,1529.8589409795006,561,11.859371635500004,Reposición
250,32,5TJ23,Zapatos Oxford Piel Ejecutivos,Calzado Prada El Salvador,2023-07-28,120,12.3759322875,1485.1118744999999,521,12.3759322875,Reposición
251,33,5TU10,Sandalias Sport Outdoor Trekking,Adoc S.A. de C.V.,2023-07-30,113,7.4599967493,842.9796326709001,567,7.4599967493,Reposición
252,30,5GN30,Botas Montaña Hiking Adventure,Hilasal (Hilandería de Centro América),2023-07-30,114,10.6411494312,1213.0910351568,573,10.6411494312,Reposición
253,47,7TY55,Zapatillas Walking Confort Plus,Calzado Prada El Salvador,2023-07-30,123,10.804726971000001,1328.9814174330002,540,10.804726971000001,Reposición
254,41,6UK81,Zapatillas Tenis Clásicas Blancas,Diana Comercial,2023-08-01,122,12.4232836806,1515.6406090332,516,12.4232836806,Reposición
255,58,9OL25,Botas Trabajo Punta Acero Seguridad,Payless ShoeSource El Salvador,2023-08-10,133,11.166319427400001,1485.1204838442002,547,11.166319427400001,Reposición
256,17,3LV37,Zapatillas Running Ligeras Performance,Calzado Prada El Salvador,2023-08-10,113,11.5967866374,1310.4368900262,559,11.5967866374,Reposición
257,14,3ET67,Zapatos Loafer Borlas Ejecutivos,Mundo de Calzado,2023-08-19,131,12.281229501300007,1608.841064670301,689,12.281229501300007,Reposición
258,34,5UB78,Zapatillas Skate Urban Style,Calzado Prada El Salvador,2023-08-25,109,11.024265248099999,1201.6449120429,650,11.024265248099999,Reposición
259,10,2LM04,Botas Casual Chukka Ante,Adoc S.A. de C.V.,2023-08-30,121,13.206734002800001,1598.0148143388,680,13.206734002800001,Reposición
260,23,4HJ92,Zapatos Salón Tacón Medio Oficina,Hilasal (Hilandería de Centro América),2023-08-31,113,12.638517285600003,1428.1524532728004,670,12.638517285600003,Reposición
261,16,3JK90,Calzado Golf Waterproof Premium,Calzado Lexus,2023-09-03,115,10.598102710200003,1218.7818116730002,659,10.598102710200003,Reposición
262,8,2JD90,Calzado Boxing Botín Competencia,Payless ShoeSource El Salvador,2023-09-05,128,9.676902880800002,1238.6435687424002,682,9.676902880800002,Reposición
263,35,5XY10,Zapatos Tipo Brogue Premium Cuero,Diana Comercial,2023-09-05,115,14.231245962600003,1636.5932856990003,676,14.231245962600003,Reposición
264,2,1AB92,Botas Trabajo Punta Acero Seguridad,Payless ShoeSource El Salvador,2023-09-05,113,11.2567175415,1272.0090821895,671,11.2567175415,Reposición
265,59,XS56,Calzado Gym Training Multisport,Calzado Lexus,2023-09-06,116,11.1620147553,1294.7937116148,656,11.1620147553,Reposición
266,48,7YV41,Calzado Tenis Clay Court Especial,Hilasal (Hilandería de Centro América),2023-09-06,131,10.425915826200004,1365.7949732322006,673,10.425915826200004,Reposición
267,19,3TU20,Zapatos Oxford Mujer Profesionales,Payless ShoeSource El Salvador,2023-09-08,120,12.711696711300005,1525.4036053560008,701,12.711696711300005,Reposición
268,40,6UB33,Calzado Volleyball Indoor Pro,Diana Comercial,2023-09-09,129,12.604079908800001,1625.9263082352002,719,12.604079908800001,Reposición
269,28,5GE27,Sandalias Playa Flip-Flop Confort,Diana Comercial,2023-09-09,115,5.807002662900001,667.8053062335001,633,5.807002662900001,Reposición
270,12,2TK59,Sandalias Gladiador Fashion Mujer,Diana Comercial,2023-09-10,116,6.4914455268,753.0076811087999,648,6.4914455268,Reposición
271,1,0RT28,Sandalias Deportivas Acuáticas,Adoc S.A. de C.V.,2023-09-10,125,5.9447521701,743.0940212625001,708,5.9447521701,Reposición
272,44,7BS72,Zapatillas Training CrossFit Elite,Calzado Lexus,2023-09-10,118,11.536521228,1361.309504904,675,11.536521228,Reposición
273,3,1GB82,Calzado Gym Training Multisport,Payless ShoeSource El Salvador,2023-09-11,119,11.7259268004,1395.3852892476,677,11.7259268004,Reposición
274,31,5IF41,Sandalias Tipo Huarache Tradicionales,Calzado Prada El Salvador,2023-09-12,128,7.5245668307999996,963.1445543423999,673,7.5245668307999996,Reposición
275,5,1TB10,Botas Invierno Térmicas Impermeables,Adoc S.A. de C.V.,2023-09-12,109,11.3342016393,1235.4279786837,632,11.3342016393,Reposición
276,9,2JV62,Sandalias Ortopédicas Soporte Arco,Calzado Prada El Salvador,2023-09-12,126,6.487140854700001,817.3797476922001,727,6.487140854700001,Reposición
277,64,2EW02,Calzado Boxing Botín Competencia,Hilasal (Hilandería de Centro América),2023-09-14,124,8.527555430100005,1057.4168733324007,638,8.527555430100005,Reposición
278,20,3UK92,Zapatillas Casual Canvas Juveniles,Diana Comercial,2023-09-15,131,9.741472962300001,1276.1329580613,710,9.741472962300001,Reposición
279,56,9GQ28,Zapatos Monk Strap Doble Hebilla,Mundo de Calzado,2023-09-16,125,14.5110496491,1813.8812061375,704,14.5110496491,Reposición
280,55,8VS71,Zapatillas Lifestyle Urban Street,Adoc S.A. de C.V.,2023-09-16,134,10.4732672193,1403.4178073862001,725,10.4732672193,Reposición
281,15,3JK76,Sandalias Cuero Artesanales Premium,Calzado Prada El Salvador,2023-09-17,116,7.0209201950999995,814.4267426316,612,7.0209201950999995,Reposición
282,11,2RW93,Zapatillas Slip-On Casual Relax,Calzado Prada El Salvador,2023-09-18,133,9.332529112800001,1241.2263720024002,694,9.332529112800001,Reposición
283,37,6GH85,Calzado Ciclismo Clips Performance,Hilasal (Hilandería de Centro América),2023-09-18,124,9.9394878789,1232.4964969835999,703,9.9394878789,Reposición
284,25,4PJ19,Zapatos Mocasín Elegantes Sin Cordón,Mundo de Calzado,2023-09-19,124,15.561389641500002,1929.6123155460002,678,15.561389641500002,Reposición
285,60,WLCH1,Zapatillas Tenis Premium Leather,Payless ShoeSource El Salvador,2023-09-20,124,14.1752852253,1757.7353679372,682,14.1752852253,Reposición
286,63,TAG3,Calzado Natación Acuático Grip,Calzado Prada El Salvador,2023-09-21,126,8.346759201900003,1051.6916594394004,692,8.346759201900003,Reposición
287,50,8DO33,Botas Chelsea Casual Premium,Calzado Prada El Salvador,2023-09-23,110,15.677615788200008,1724.5377367020008,672,15.677615788200008,Reposición
288,29,5GF68,Calzado Fútbol Tacos Profesionales,Calzado Lexus,2023-09-23,137,8.738484363000001,1197.1723577310001,702,8.738484363000001,Reposición
289,57,9OK21,Sandalias Deportivas Acuáticas,Diana Comercial,2023-09-24,112,8.600734855799999,963.2823038495999,677,8.600734855799999,Reposición
290,62,TAG2,Botas Lluvia Impermeables Pro,Calzado Lexus,2023-09-24,109,15.750795213900005,1716.8366783151005,650,15.750795213900005,Reposición
291,45,7NM98,Sandalias Slides Confort Unisex,Payless ShoeSource El Salvador,2023-09-25,113,6.667937082900002,753.4768903677002,733,6.667937082900002,Reposición
292,18,3RE23,Botas Motociclista Protección Total,Calzado Lexus,2023-09-25,112,11.424599753399999,1279.5551723807998,716,11.424599753399999,Reposición
293,6,2CF67,Botas Lluvia Impermeables Pro,Mundo de Calzado,2023-09-26,109,12.539509827300005,1366.8065711757006,623,12.539509827300005,Reposición
294,42,6VC22,Sandalias Casual Verano Acolchadas,Almacenes Siman,2023-09-26,126,7.119927653400001,897.1108843284002,674,7.119927653400001,Reposición
295,21,3YB32,Sandalias Plataforma Mujer Elegantes,Hilasal (Hilandería de Centro América),2023-09-27,107,7.890463959300001,844.2796436451001,642,7.890463959300001,Reposición
296,52,8NN54,Botas Vaqueras Western Clásicas,Diana Comercial,2023-09-27,132,11.583872621100005,1529.0711859852006,663,11.583872621100005,Reposición
297,26,4QI22,Botas Fashion Urbanas Mujer,Calzado Prada El Salvador,2023-09-30,130,12.315666878100004,1601.0366941530006,681,12.315666878100004,Reposición
298,38,6LJ54,Botas de Trabajo Industrial Reforzadas,Calzado Lexus,2023-09-30,114,11.471951146500004,1307.8024307010005,675,11.471951146500004,Reposición
299,53,8TF72,Zapatos Penny Loafer Clásicos,Almacenes Siman,2023-10-01,126,14.549791698000003,1833.2737539480004,660,14.549791698000003,Reposición
300,41,6UK81,Zapatillas Tenis Clásicas Blancas,Diana Comercial,2023-10-01,121,11.110358690100002,1344.3534015021003,637,11.110358690100002,Reposición
301,61,TAG1,Botas Invierno Térmicas Impermeables,Calzado Prada El Salvador,2023-10-02,127,13.891176866700008,1764.1794620709009,673,13.891176866700008,Reposición
302,51,8LG34,Botas Militares Tácticas Combat,Adoc S.A. de C.V.,2023-10-02,114,11.1017493459,1265.5994254326,649,11.1017493459,Reposición
303,54,8UF78,Zapatillas Casual Urbanas Confort,Diana Comercial,2023-10-03,136,11.007046559700001,1496.9583321192001,701,11.007046559700001,Reposición
304,32,5TJ23,Zapatos Oxford Piel Ejecutivos,Almacenes Siman,2023-10-03,120,10.2537289422,1230.447473064,641,10.2537289422,Reposición
305,22,4HC51,Zapatillas Running Trail Mountain,Adoc S.A. de C.V.,2023-10-04,124,11.222280164700003,1391.5627404228003,698,11.222280164700003,Reposición
306,27,5BM69,Zapatillas Deportivas Running Pro,Payless ShoeSource El Salvador,2023-10-05,142,10.9123437735,1549.552815837,699,10.9123437735,Reposición
307,33,5TU10,Sandalias Sport Outdoor Trekking,Diana Comercial,2023-10-06,130,7.7441051079,1006.733664027,697,7.7441051079,Reposición
308,43,7BS71,Zapatos Derby Clásicos Oficina,Calzado Lexus,2023-10-06,131,11.183538115800001,1465.0434931698,634,11.183538115800001,Reposición
309,24,4KL66,Botas Senderismo Trail Explorer,Adoc S.A. de C.V.,2023-10-07,126,12.763352776500005,1608.1824498390006,684,12.763352776500005,Reposición
310,47,7TY55,Zapatillas Walking Confort Plus,Calzado Lexus,2023-10-08,121,11.6441380305,1408.9407016905,661,11.6441380305,Reposición
311,4,1GS46,Zapatillas Tenis Premium Leather,Calzado Prada El Salvador,2023-10-08,124,10.800422298900004,1339.2523650636006,663,10.800422298900004,Reposición
312,7,2JD29,Calzado Natación Acuático Grip,Calzado Lexus,2023-10-10,121,9.0312020658,1092.7754499618,639,9.0312020658,Reposición
313,49,8BC37,Zapatillas Basketball High Top,Diana Comercial,2023-10-10,116,8.277884448300004,960.2345960028005,690,8.277884448300004,Reposición
314,36,6BC45,Sandalias Playa Niños Coloridas,Mundo de Calzado,2023-10-16,133,5.075208405900001,675.0027179847001,684,5.075208405900001,Reposición
315,39,6PM40,Tacones Plataforma Fiesta Mujer,Hilasal (Hilandería de Centro América),2023-10-19,133,8.897757230700005,1183.4017116831008,713,8.897757230700005,Reposición
316,13,2WE71,Tacones Stiletto Mujer Elegantes,Diana Comercial,2023-10-20,116,9.03981141,1048.61812356,678,9.03981141,Reposición
317,46,7NQ22,Zapatos Piel Charol Eventos Formales,Payless ShoeSource El Salvador,2023-10-21,122,13.688857278,1670.040587916,661,13.688857278,Reposición
318,58,9OL25,Botas Trabajo Punta Acero Seguridad,Calzado Lexus,2023-10-25,112,11.2868502462,1264.1272275744,659,11.2868502462,Reposición
319,30,5GN30,Botas Montaña Hiking Adventure,Payless ShoeSource El Salvador,2023-10-28,115,10.598102710200003,1218.7818116730002,688,10.598102710200003,Reposición
320,17,3LV37,Zapatillas Running Ligeras Performance,Mundo de Calzado,2023-10-31,131,10.331213040000003,1353.3889082400003,690,10.331213040000003,Reposición
321,34,5UB78,Zapatillas Skate Urban Style,Calzado Lexus,2023-11-01,125,11.106054018,1388.25675225,775,11.106054018,Reposición
322,10,2LM04,Botas Casual Chukka Ante,Payless ShoeSource El Salvador,2023-11-02,117,13.3272648216,1559.2899841272001,797,13.3272648216,Reposición
323,19,3TU20,Zapatos Oxford Mujer Profesionales,Adoc S.A. de C.V.,2023-11-08,126,12.0746052405,1521.400260303,827,12.0746052405,Reposición
324,14,3ET67,Zapatos Loafer Borlas Ejecutivos,Mundo de Calzado,2023-11-10,133,12.711696711300005,1690.6556626029007,822,12.711696711300005,Reposición
325,23,4HJ92,Zapatos Salón Tacón Medio Oficina,Calzado Lexus,2023-11-14,109,11.2481081973,1226.0437935057,779,11.2481081973,Reposición
326,64,2EW02,Calzado Boxing Botín Competencia,Payless ShoeSource El Salvador,2023-11-15,121,9.1732562451,1109.9640056571,759,9.1732562451,Reposición
327,20,3UK92,Zapatillas Casual Canvas Juveniles,Payless ShoeSource El Salvador,2023-11-16,106,8.3338451856,883.3875896735999,816,8.3338451856,Reposición
328,15,3JK76,Sandalias Cuero Artesanales Premium,Diana Comercial,2023-11-17,115,7.899073303500001,908.3934299025001,727,7.899073303500001,Reposición
329,35,5XY10,Zapatos Tipo Brogue Premium Cuero,Calzado Prada El Salvador,2023-11-19,106,16.2974885706,1727.5337884836,782,16.2974885706,Reposición
330,8,2JD90,Calzado Boxing Botín Competencia,Calzado Prada El Salvador,2023-11-20,114,8.738484363000001,996.1872173820002,796,8.738484363000001,Reposición
331,1,0RT28,Sandalias Deportivas Acuáticas,Calzado Prada El Salvador,2023-11-21,121,5.7079952046,690.6674197566,829,5.7079952046,Reposición
332,28,5GE27,Sandalias Playa Flip-Flop Confort,Mundo de Calzado,2023-11-22,124,6.457008150000001,800.6690106000001,757,6.457008150000001,Reposición
333,37,6GH85,Calzado Ciclismo Clips Performance,Almacenes Siman,2023-11-23,126,11.3729436882,1432.9909047131998,829,11.3729436882,Reposición
334,2,1AB92,Botas Trabajo Punta Acero Seguridad,Almacenes Siman,2023-11-24,117,11.738840816700002,1373.4443755539003,788,11.738840816700002,Reposición
335,5,1TB10,Botas Invierno Térmicas Impermeables,Payless ShoeSource El Salvador,2023-11-24,127,11.837848275,1503.4067309250001,759,11.837848275,Reposición
336,63,TAG3,Calzado Natación Acuático Grip,Almacenes Siman,2023-11-26,115,8.6782189536,997.995179664,807,8.6782189536,Reposición
337,11,2RW93,Zapatillas Slip-On Casual Relax,Calzado Lexus,2023-11-27,117,10.809031643099999,1264.6567022426998,811,10.809031643099999,Reposición
338,9,2JV62,Sandalias Ortopédicas Soporte Arco,Payless ShoeSource El Salvador,2023-11-27,127,6.659327738700001,845.7346228149001,854,6.659327738700001,Reposición
339,3,1GB82,Calzado Gym Training Multisport,Adoc S.A. de C.V.,2023-11-29,122,9.7457776344,1188.9848713968,799,9.7457776344,Reposición
340,44,7BS72,Zapatillas Training CrossFit Elite,Adoc S.A. de C.V.,2023-11-29,127,11.872285651799997,1507.7802777785996,802,11.872285651799997,Reposición
341,48,7YV41,Calzado Tenis Clay Court Especial,Calzado Prada El Salvador,2023-11-29,124,10.219291565399997,1267.1921541095996,797,10.219291565399997,Reposición
342,56,9GQ28,Zapatos Monk Strap Doble Hebilla,Adoc S.A. de C.V.,2023-11-29,137,13.886872194600002,1902.5014906602003,841,13.886872194600002,Reposición
343,53,8TF72,Zapatos Penny Loafer Clásicos,Diana Comercial,2023-11-30,120,13.340178837900009,1600.8214605480011,780,13.340178837900009,Reposición
344,16,3JK90,Calzado Golf Waterproof Premium,Payless ShoeSource El Salvador,2023-12-01,113,10.826250331500002,1223.3662874595002,772,10.826250331500002,Reposición
345,12,2TK59,Sandalias Gladiador Fashion Mujer,Calzado Prada El Salvador,2023-12-01,111,6.930522081,769.287950991,759,6.930522081,Reposición
346,31,5IF41,Sandalias Tipo Huarache Tradicionales,Calzado Prada El Salvador,2023-12-01,107,6.779858557500001,725.4448656525001,780,6.779858557500001,Reposición
347,59,XS56,Calzado Gym Training Multisport,Payless ShoeSource El Salvador,2023-12-02,118,12.681564006600004,1496.4245527788005,774,12.681564006600004,Reposición
348,42,6VC22,Sandalias Casual Verano Acolchadas,Calzado Lexus,2023-12-02,110,7.240458472200001,796.4504319420001,784,7.240458472200001,Reposición
349,55,8VS71,Zapatillas Lifestyle Urban Street,Calzado Lexus,2023-12-02,126,9.6252468156,1212.7810987656,851,9.6252468156,Reposición
350,57,9OK21,Sandalias Deportivas Acuáticas,Hilasal (Hilandería de Centro América),2023-12-02,135,7.6450976496,1032.088182696,812,7.6450976496,Reposición
351,52,8NN54,Botas Vaqueras Western Clásicas,Payless ShoeSource El Salvador,2023-12-05,128,12.2467921245,1567.589391936,791,12.2467921245,Reposición
352,40,6UB33,Calzado Volleyball Indoor Pro,Almacenes Siman,2023-12-06,134,11.450427786000004,1534.3573233240006,853,11.450427786000004,Reposición
