direccion_id,direccion_externo_id,calle,ciudad,codigo_postal,region,pais_codigo,direccion_completa,activo
5244,5244,Colonia Centro,Delgado,01101,,SV,"Colonia Centro, Delgado, SV",True
5245,5245,Colonia Centro,La Libertad,01101,,SV,"Colonia Centro, La Libertad, SV",True
5246,5246,Colonia Centro,La Libertad,01101,,SV,"Colonia Centro, La Libertad, SV",True
5247,5247,Colonia Centro,San Vicente,01101,,SV,"Colonia Centro, San Vicente, SV",True
5248,5248,Colonia Centro,San Vicente,01101,,SV,"Colonia Centro, San Vicente, SV",True
5249,5249,Colonia Centro,Cojutepeque,01101,,SV,"Colonia Centro, Cojutepeque, SV",True
5250,5250,Colonia Centro,Cojutepeque,01101,,SV,"Colonia Centro, Cojutepeque, SV",True
5251,5251,Colonia Centro,Soyapango,01101,,SV,"Colonia Centro, Soyapango, SV",True
5252,5252,Colonia Centro,Soyapango,01101,,SV,"Colonia Centro, Soyapango, SV",True
5253,5253,Colonia Centro,Cojutepeque,01101,,SV,"Colonia Centro, Cojutepeque, SV",True
5254,5254,Colonia Centro,Cojutepeque,01101,,SV,"Colonia Centro, Cojutepeque, SV",True
5255,5255,Colonia Centro,Metapán,01101,,SV,"Colonia Centro, Metapán, SV",True
5256,5256,Colonia Centro,Metapán,01101,,SV,"Colonia Centro, Metapán, SV",True
5257,5257,Colonia Centro,San Vicente,01101,,SV,"Colonia Centro, San Vicente, SV",True
5258,5258,Colonia Centro,San Vicente,01101,,SV,"Colonia Centro, San Vicente, SV",True
5259,5259,Colonia Centro,Apopa,01101,,SV,"Colonia Centro, Apopa, SV",True
5260,5260,Colonia Centro,Apopa,01101,,SV,"Colonia Centro, Apopa, SV",True
5261,5261,Colonia Centro,La Libertad,01101,,SV,"Colonia Centro, La Libertad, SV",True
5262,5262,Colonia Centro,La Libertad,01101,,SV,"Colonia Centro, La Libertad, SV",True
5263,5263,Colonia Centro,Cojutepeque,01101,,SV,"Colonia Centro, Cojutepeque, SV",True
5264,5264,Colonia Centro,Cojutepeque,01101,,SV,"Colonia Centro, Cojutepeque, SV",True
5265,5265,Colonia Centro,Mejicanos,01101,,SV,"Colonia Centro, Mejicanos, SV",True
5266,5266,Colonia Centro,Mejicanos,01101,,SV,"Colonia Centro, Mejicanos, SV",True
5267,5267,Colonia Centro,Metapán,01101,,SV,"Colonia Centro, Metapán, SV",True
5268,5268,Colonia Centro,Metapán,01101,,SV,"Colonia Centro, Metapán, SV",True
5269,5269,Colonia Centro,Zacatecoluca,01101,,SV,"Colonia Centro, Zacatecoluca, SV",True
5270,5270,Colonia Centro,Zacatecoluca,01101,,SV,"Colonia Centro, Zacatecoluca, SV",True
5271,5271,Colonia Centro,Soyapango,01101,,SV,"Colonia Centro, Soyapango, SV",True
5272,5272,Colonia Centro,Soyapango,01101,,SV,"Colonia Centro, Soyapango, SV",True
5273,5273,Colonia Centro,Chalatenango,01101,,SV,"Colonia Centro, Chalatenango, SV",True
5274,5274,Colonia Centro,Chalatenango,01101,,SV,"Colonia Centro, Chalatenango, SV",True
5275,5275,Colonia Centro,Zacatecoluca,01101,,SV,"Colonia Centro, Zacatecoluca, SV",True
5276,5276,Colonia Centro,Zacatecoluca,01101,,SV,"Colonia Centro, Zacatecoluca, SV",True
5277,5277,Colonia Centro,Chalatenango,01101,,SV,"Colonia Centro, Chalatenango, SV",True
5278,5278,Colonia Centro,Chalatenango,01101,,SV,"Colonia Centro, Chalatenango, SV",True
5279,5279,Colonia Centro,Delgado,01101,,SV,"Colonia Centro, Delgado, SV",True
5280,5280,Colonia Centro,Delgado,01101,,SV,"Colonia Centro, Delgado, SV",True
5281,5281,Colonia Centro,Delgado,01101,,SV,"Colonia Centro, Delgado, SV",True
5282,5282,Colonia Centro,Delgado,01101,,SV,"Colonia Centro, Delgado, SV",True
5283,5283,Colonia Centro,Apopa,01101,,SV,"Colonia Centro, Apopa, SV",True
5284,5284,Colonia Centro,Apopa,01101,,SV,"Colonia Centro, Apopa, SV",True
5285,5285,Colonia Centro,La Unión,01101,,SV,"Colonia Centro, La Unión, SV",True
5286,5286,Colonia Centro,La Unión,01101,,SV,"Colonia Centro, La Unión, SV",True
5287,5287,Colonia Centro,Mejicanos,01101,,SV,"Colonia Centro, Mejicanos, SV",True
5288,5288,Colonia Centro,Mejicanos,01101,,SV,"Colonia Centro, Mejicanos, SV",True
5289,5289,Colonia Centro,Sonsonate,01101,,SV,"Colonia Centro, Sonsonate, SV",True
5290,5290,Colonia Centro,Sonsonate,01101,,SV,"Colonia Centro, Sonsonate, SV",True
5291,5291,Colonia Centro,San Salvador,01101,,SV,"Colonia Centro, San Salvador, SV",True
5292,5292,Colonia Centro,San Salvador,01101,,SV,"Colonia Centro, San Salvador, SV",True
5293,5293,Colonia Centro,La Libertad,01101,,SV,"Colonia Centro, La Libertad, SV",True
5294,5294,Colonia Centro,La Libertad,01101,,SV,"Colonia Centro, La Libertad, SV",True
5295,5295,Colonia Centro,San Salvador,01101,,SV,"Colonia Centro, San Salvador, SV",True
5296,5296,Colonia Centro,San Salvador,01101,,SV,"Colonia Centro, San Salvador, SV",True
5297,5297,Colonia Centro,Usulután,01101,,SV,"Colonia Centro, Usulután, SV",True
5298,5298,Colonia Centro,Usulután,01101,,SV,"Colonia Centro, Usulután, SV",True
5299,5299,Colonia Centro,La Libertad,01101,,SV,"Colonia Centro, La Libertad, SV",True
5300,5300,Colonia Centro,La Libertad,01101,,SV,"Colonia Centro, La Libertad, SV",True
5301,5301,Colonia Centro,Soyapango,01101,,SV,"Colonia Centro, Soyapango, SV",True
5302,5302,Colonia Centro,Soyapango,01101,,SV,"Colonia Centro, Soyapango, SV",True
5303,5303,Colonia Centro,Chalatenango,01101,,SV,"Colonia Centro, Chalatenango, SV",True
5304,5304,Colonia Centro,Chalatenango,01101,,SV,"Colonia Centro, Chalatenango, SV",True
5305,5305,Colonia Centro,Soyapango,01101,,SV,"Colonia Centro, Soyapango, SV",True
5306,5306,Colonia Centro,Soyapango,01101,,SV,"Colonia Centro, Soyapango, SV",True
5307,5307,Colonia Centro,Usulután,01101,,SV,"Colonia Centro, Usulután, SV",True
5308,5308,Colonia Centro,Usulután,01101,,SV,"Colonia Centro, Usulután, SV",True
5309,5309,Colonia Centro,Mejicanos,01101,,SV,"Colonia Centro, Mejicanos, SV",True
5310,5310,Colonia Centro,Mejicanos,01101,,SV,"Colonia Centro, Mejicanos, SV",True
5311,5311,Colonia Centro,Chalatenango,01101,,SV,"Colonia Centro, Chalatenango, SV",True
5312,5312,Colonia Centro,Chalatenango,01101,,SV,"Colonia Centro, Chalatenango, SV",True
5313,5313,Colonia Centro,Soyapango,01101,,SV,"Colonia Centro, Soyapango, SV",True
5314,5314,Colonia Centro,Soyapango,01101,,SV,"Colonia Centro, Soyapango, SV",True
5315,5315,Colonia Centro,San Vicente,01101,,SV,"Colonia Centro, San Vicente, SV",True
5316,5316,Colonia Centro,San Vicente,01101,,SV,"Colonia Centro, San Vicente, SV",True
5317,5317,Colonia Centro,Sonsonate,01101,,SV,"Colonia Centro, Sonsonate, SV",True
5318,5318,Colonia Centro,Sonsonate,01101,,SV,"Colonia Centro, Sonsonate, SV",True
5319,5319,Colonia Centro,San Miguel,01101,,SV,"Colonia Centro, San Miguel, SV",True
5320,5320,Colonia Centro,San Miguel,01101,,SV,"Colonia Centro, San Miguel, SV",True
5321,5321,Colonia Centro,Apopa,01101,,SV,"Colonia Centro, Apopa, SV",True
5322,5322,Colonia Centro,Apopa,01101,,SV,"Colonia Centro, Apopa, SV",True
5323,5323,Colonia Centro,La Unión,01101,,SV,"Colonia Centro, La Unión, SV",True
5324,5324,Colonia Centro,La Unión,01101,,SV,"Colonia Centro, La Unión, SV",True
5325,5325,Colonia Centro,Sonsonate,01101,,SV,"Colonia Centro, Sonsonate, SV",True
5326,5326,Colonia Centro,Sonsonate,01101,,SV,"Colonia Centro, Sonsonate, SV",True
5327,5327,Colonia Centro,San Vicente,01101,,SV,"Colonia Centro, San Vicente, SV",True
5328,5328,Colonia Centro,San Vicente,01101,,SV,"Colonia Centro, San Vicente, SV",True
5329,5329,Colonia Centro,Sonsonate,01101,,SV,"Colonia Centro, Sonsonate, SV",True
5330,5330,Colonia Centro,Sonsonate,01101,,SV,"Colonia Centro, Sonsonate, SV",True
5331,5331,Colonia Centro,San Miguel,01101,,SV,"Colonia Centro, San Miguel, SV",True
5332,5332,Colonia Centro,San Miguel,01101,,SV,"Colonia Centro, San Miguel, SV",True
5333,5333,Colonia Centro,Ilopango,01101,,SV,"Colonia Centro, Ilopango, SV",True
5334,5334,Colonia Centro,Ilopango,01101,,SV,"Colonia Centro, Ilopango, SV",True
5335,5335,Colonia Centro,Ilopango,01101,,SV,"Colonia Centro, Ilopango, SV",True
5336,5336,Colonia Centro,Ilopango,01101,,SV,"Colonia Centro, Ilopango, SV",True
5337,5337,Colonia Centro,Delgado,01101,,SV,"Colonia Centro, Delgado, SV",True
5338,5338,Colonia Centro,Delgado,01101,,SV,"Colonia Centro, Delgado, SV",True
5339,5339,Colonia Centro,Ahuachapán,01101,,SV,"Colonia Centro, Ahuachapán, SV",True
5340,5340,Colonia Centro,Ahuachapán,01101,,SV,"Colonia Centro, Ahuachapán, SV",True
5341,5341,Colonia Centro,La Unión,01101,,SV,"Colonia Centro, La Unión, SV",True
5342,5342,Colonia Centro,La Unión,01101,,SV,"Colonia Centro, La Unión, SV",True
5343,5343,Colonia Centro,San Salvador,01101,,SV,"Colonia Centro, San Salvador, SV",True
5344,5344,Colonia Centro,San Salvador,01101,,SV,"Colonia Centro, San Salvador, SV",True
5345,5345,Colonia Centro,San Miguel,01101,,SV,"Colonia Centro, San Miguel, SV",True
5346,5346,Colonia Centro,San Miguel,01101,,SV,"Colonia Centro, San Miguel, SV",True
5347,5347,Colonia Centro,San Miguel,01101,,SV,"Colonia Centro, San Miguel, SV",True
5348,5348,Colonia Centro,San Miguel,01101,,SV,"Colonia Centro, San Miguel, SV",True
5349,5349,Colonia Centro,Apopa,01101,,SV,"Colonia Centro, Apopa, SV",True
5350,5350,Colonia Centro,Apopa,01101,,SV,"Colonia Centro, Apopa, SV",True
5351,5351,Colonia Centro,Apopa,01101,,SV,"Colonia Centro, Apopa, SV",True
5352,5352,Colonia Centro,Apopa,01101,,SV,"Colonia Centro, Apopa, SV",True
5353,5353,Colonia Centro,San Salvador,01101,,SV,"Colonia Centro, San Salvador, SV",True
5354,5354,Colonia Centro,San Salvador,01101,,SV,"Colonia Centro, San Salvador, SV",True
5355,5355,Colonia Centro,Santa Tecla,01101,,SV,"Colonia Centro, Santa Tecla, SV",True
5356,5356,Colonia Centro,Santa Tecla,01101,,SV,"Colonia Centro, Santa Tecla, SV",True
5357,5357,Colonia Centro,La Unión,01101,,SV,"Colonia Centro, La Unión, SV",True
5358,5358,Colonia Centro,La Unión,01101,,SV,"Colonia Centro, La Unión, SV",True
5359,5359,Colonia Centro,Antiguo Cuscatlán,01101,,SV,"Colonia Centro, Antiguo Cuscatlán, SV",True
5360,5360,Colonia Centro,Antiguo Cuscatlán,01101,,SV,"Colonia Centro, Antiguo Cuscatlán, SV",True
5361,5361,Colonia Centro,Soyapango,01101,,SV,"Colonia Centro, Soyapango, SV",True
5362,5362,Colonia Centro,Soyapango,01101,,SV,"Colonia Centro, Soyapango, SV",True
5363,5363,Colonia Centro,Ahuachapán,01101,,SV,"Colonia Centro, Ahuachapán, SV",True
5364,5364,Colonia Centro,Ahuachapán,01101,,SV,"Colonia Centro, Ahuachapán, SV",True
5365,5365,Colonia Centro,Antiguo Cuscatlán,01101,,SV,"Colonia Centro, Antiguo Cuscatlán, SV",True
5366,5366,Colonia Centro,Antiguo Cuscatlán,01101,,SV,"Colonia Centro, Antiguo Cuscatlán, SV",True
5367,5367,Colonia Centro,Santa Ana,01101,,SV,"Colonia Centro, Santa Ana, SV",True
5368,5368,Colonia Centro,Santa Ana,01101,,SV,"Colonia Centro, Santa Ana, SV",True
5369,5369,Colonia Centro,Antiguo Cuscatlán,01101,,SV,"Colonia Centro, Antiguo Cuscatlán, SV",True
5370,5370,Colonia Centro,Antiguo Cuscatlán,01101,,SV,"Colonia Centro, Antiguo Cuscatlán, SV",True
5371,5371,Colonia Centro,La Unión,01101,,SV,"Colonia Centro, La Unión, SV",True
5372,5372,Colonia Centro,La Unión,01101,,SV,"Colonia Centro, La Unión, SV",True
5373,5373,Colonia Centro,Cojutepeque,01101,,SV,"Colonia Centro, Cojutepeque, SV",True
5374,5374,Colonia Centro,Cojutepeque,01101,,SV,"Colonia Centro, Cojutepeque, SV",True
5375,5375,Colonia Centro,La Unión,01101,,SV,"Colonia Centro, La Unión, SV",True
5376,5376,Colonia Centro,La Unión,01101,,SV,"Colonia Centro, La Unión, SV",True
5377,5377,Colonia Centro,Antiguo Cuscatlán,01101,,SV,"Colonia Centro, Antiguo Cuscatlán, SV",True
5378,5378,Colonia Centro,Antiguo Cuscatlán,01101,,SV,"Colonia Centro, Antiguo Cuscatlán, SV",True
5379,5379,Colonia Centro,Chalatenango,01101,,SV,"Colonia Centro, Chalatenango, SV",True
5380,5380,Colonia Centro,Chalatenango,01101,,SV,"Colonia Centro, Chalatenango, SV",True
5381,5381,Colonia Centro,Santa Tecla,01101,,SV,"Colonia Centro, Santa Tecla, SV",True
5382,5382,Colonia Centro,Santa Tecla,01101,,SV,"Colonia Centro, Santa Tecla, SV",True
5383,5383,Colonia Centro,Apopa,01101,,SV,"Colonia Centro, Apopa, SV",True
5384,5384,Colonia Centro,Apopa,01101,,SV,"Colonia Centro, Apopa, SV",True
5385,5385,Colonia Centro,Ilopango,01101,,SV,"Colonia Centro, Ilopango, SV",True
5386,5386,Colonia Centro,Ilopango,01101,,SV,"Colonia Centro, Ilopango, SV",True
5387,5387,Colonia Centro,Delgado,01101,,SV,"Colonia Centro, Delgado, SV",True
5388,5388,Colonia Centro,Delgado,01101,,SV,"Colonia Centro, Delgado, SV",True
5389,5389,Colonia Centro,Ilopango,01101,,SV,"Colonia Centro, Ilopango, SV",True
5390,5390,Colonia Centro,Ilopango,01101,,SV,"Colonia Centro, Ilopango, SV",True
5391,5391,Colonia Centro,Soyapango,01101,,SV,"Colonia Centro, Soyapango, SV",True
5392,5392,Colonia Centro,Soyapango,01101,,SV,"Colonia Centro, Soyapango, SV",True
5393,5393,Colonia Centro,La Libertad,01101,,SV,"Colonia Centro, La Libertad, SV",True
5394,5394,Colonia Centro,La Libertad,01101,,SV,"Colonia Centro, La Libertad, SV",True
5395,5395,Colonia Centro,Antiguo Cuscatlán,01101,,SV,"Colonia Centro, Antiguo Cuscatlán, SV",True
5396,5396,Colonia Centro,Antiguo Cuscatlán,01101,,SV,"Colonia Centro, Antiguo Cuscatlán, SV",True
5397,5397,Colonia Centro,Mejicanos,01101,,SV,"Colonia Centro, Mejicanos, SV",True
5398,5398,Colonia Centro,Mejicanos,01101,,SV,"Colonia Centro, Mejicanos, SV",True
5399,5399,Colonia Centro,La Libertad,01101,,SV,"Colonia Centro, La Libertad, SV",True
5400,5400,Colonia Centro,La Libertad,01101,,SV,"Colonia Centro, La Libertad, SV",True
5401,5401,Colonia Centro,Santa Tecla,01101,,SV,"Colonia Centro, Santa Tecla, SV",True
5402,5402,Colonia Centro,Santa Tecla,01101,,SV,"Colonia Centro, Santa Tecla, SV",True
5403,5403,Colonia Centro,Santa Ana,01101,,SV,"Colonia Centro, Santa Ana, SV",True
5404,5404,Colonia Centro,Santa Ana,01101,,SV,"Colonia Centro, Santa Ana, SV",True
5405,5405,Colonia Centro,Mejicanos,01101,,SV,"Colonia Centro, Mejicanos, SV",True
5406,5406,Colonia Centro,Mejicanos,01101,,SV,"Colonia Centro, Mejicanos, SV",True
5407,5407,Colonia Centro,Delgado,01101,,SV,"Colonia Centro, Delgado, SV",True
5408,5408,Colonia Centro,Delgado,01101,,SV,"Colonia Centro, Delgado, SV",True
5409,5409,Colonia Centro,Chalatenango,01101,,SV,"Colonia Centro, Chalatenango, SV",True
5410,5410,Colonia Centro,Chalatenango,01101,,SV,"Colonia Centro, Chalatenango, SV",True
5411,5411,Colonia Centro,Mejicanos,01101,,SV,"Colonia Centro, Mejicanos, SV",True
5412,5412,Colonia Centro,Mejicanos,01101,,SV,"Colonia Centro, Mejicanos, SV",True
5413,5413,Colonia Centro,San Vicente,01101,,SV,"Colonia Centro, San Vicente, SV",True
5414,5414,Colonia Centro,San Vicente,01101,,SV,"Colonia Centro, San Vicente, SV",True
5415,5415,Colonia Centro,Santa Ana,01101,,SV,"Colonia Centro, Santa Ana, SV",True
5416,5416,Colonia Centro,Santa Ana,01101,,SV,"Colonia Centro, Santa Ana, SV",True
5417,5417,Colonia Centro,Cojutepeque,01101,,SV,"Colonia Centro, Cojutepeque, SV",True
5418,5418,Colonia Centro,Cojutepeque,01101,,SV,"Colonia Centro, Cojutepeque, SV",True
5419,5419,Colonia Centro,Sonsonate,01101,,SV,"Colonia Centro, Sonsonate, SV",True
5420,5420,Colonia Centro,Sonsonate,01101,,SV,"Colonia Centro, Sonsonate, SV",True
5421,5421,Colonia Centro,San Miguel,01101,,SV,"Colonia Centro, San Miguel, SV",True
5422,5422,Colonia Centro,San Miguel,01101,,SV,"Colonia Centro, San Miguel, SV",True
5423,5423,Colonia Centro,Chalatenango,01101,,SV,"Colonia Centro, Chalatenango, SV",True
5424,5424,Colonia Centro,Chalatenango,01101,,SV,"Colonia Centro, Chalatenango, SV",True
5425,5425,Colonia Centro,Delgado,01101,,SV,"Colonia Centro, Delgado, SV",True
5426,5426,Colonia Centro,Delgado,01101,,SV,"Colonia Centro, Delgado, SV",True
5427,5427,Colonia Centro,Apopa,01101,,SV,"Colonia Centro, Apopa, SV",True
5428,5428,Colonia Centro,Apopa,01101,,SV,"Colonia Centro, Apopa, SV",True
5429,5429,Colonia Centro,Ilopango,01101,,SV,"Colonia Centro, Ilopango, SV",True
5430,5430,Colonia Centro,Ilopango,01101,,SV,"Colonia Centro, Ilopango, SV",True
5431,5431,Colonia Centro,Apopa,01101,,SV,"Colonia Centro, Apopa, SV",True
5432,5432,Colonia Centro,Apopa,01101,,SV,"Colonia Centro, Apopa, SV",True
5433,5433,Colonia Centro,Santa Ana,01101,,SV,"Colonia Centro, Santa Ana, SV",True
5434,5434,Colonia Centro,Santa Ana,01101,,SV,"Colonia Centro, Santa Ana, SV",True
5435,5435,Colonia Centro,Cojutepeque,01101,,SV,"Colonia Centro, Cojutepeque, SV",True
5436,5436,Colonia Centro,Cojutepeque,01101,,SV,"Colonia Centro, Cojutepeque, SV",True
5437,5437,Colonia Centro,Ahuachapán,01101,,SV,"Colonia Centro, Ahuachapán, SV",True
5438,5438,Colonia Centro,Ahuachapán,01101,,SV,"Colonia Centro, Ahuachapán, SV",True
5439,5439,Colonia Centro,Metapán,01101,,SV,"Colonia Centro, Metapán, SV",True
5440,5440,Colonia Centro,Metapán,01101,,SV,"Colonia Centro, Metapán, SV",True
5441,5441,Colonia Centro,Delgado,01101,,SV,"Colonia Centro, Delgado, SV",True
5442,5442,Colonia Centro,Delgado,01101,,SV,"Colonia Centro, Delgado, SV",True
5443,5443,Colonia Centro,Sonsonate,01101,,SV,"Colonia Centro, Sonsonate, SV",True
5444,5444,Colonia Centro,Sonsonate,01101,,SV,"Colonia Centro, Sonsonate, SV",True
5445,5445,Colonia Centro,Santa Tecla,01101,,SV,"Colonia Centro, Santa Tecla, SV",True
5446,5446,Colonia Centro,Santa Tecla,01101,,SV,"Colonia Centro, Santa Tecla, SV",True
5447,5447,Colonia Centro,Ilopango,01101,,SV,"Colonia Centro, Ilopango, SV",True
5448,5448,Colonia Centro,Ilopango,01101,,SV,"Colonia Centro, Ilopango, SV",True
5449,5449,Colonia Centro,Ahuachapán,01101,,SV,"Colonia Centro, Ahuachapán, SV",True
5450,5450,Colonia Centro,Ahuachapán,01101,,SV,"Colonia Centro, Ahuachapán, SV",True
5451,5451,Colonia Centro,Zacatecoluca,01101,,SV,"Colonia Centro, Zacatecoluca, SV",True
5452,5452,Colonia Centro,Zacatecoluca,01101,,SV,"Colonia Centro, Zacatecoluca, SV",True
5453,5453,Colonia Centro,La Libertad,01101,,SV,"Colonia Centro, La Libertad, SV",True
5454,5454,Colonia Centro,La Libertad,01101,,SV,"Colonia Centro, La Libertad, SV",True
5455,5455,Colonia Centro,La Libertad,01101,,SV,"Colonia Centro, La Libertad, SV",True
5456,5456,Colonia Centro,La Libertad,01101,,SV,"Colonia Centro, La Libertad, SV",True
5457,5457,Colonia Centro,Santa Tecla,01101,,SV,"Colonia Centro, Santa Tecla, SV",True
5458,5458,Colonia Centro,Santa Tecla,01101,,SV,"Colonia Centro, Santa Tecla, SV",True
5459,5459,Colonia Centro,Mejicanos,01101,,SV,"Colonia Centro, Mejicanos, SV",True
5460,5460,Colonia Centro,Mejicanos,01101,,SV,"Colonia Centro, Mejicanos, SV",True
5461,5461,Colonia Centro,Ahuachapán,01101,,SV,"Colonia Centro, Ahuachapán, SV",True
5462,5462,Colonia Centro,Ahuachapán,01101,,SV,"Colonia Centro, Ahuachapán, SV",True
5463,5463,Colonia Centro,Usulután,01101,,SV,"Colonia Centro, Usulután, SV",True
5464,5464,Colonia Centro,Usulután,01101,,SV,"Colonia Centro, Usulután, SV",True
5465,5465,Colonia Centro,Zacatecoluca,01101,,SV,"Colonia Centro, Zacatecoluca, SV",True
5466,5466,Colonia Centro,Zacatecoluca,01101,,SV,"Colonia Centro, Zacatecoluca, SV",True
5467,5467,Colonia Centro,Sonsonate,01101,,SV,"Colonia Centro, Sonsonate, SV",True
5468,5468,Colonia Centro,Sonsonate,01101,,SV,"Colonia Centro, Sonsonate, SV",True
5469,5469,Colonia Centro,Chalatenango,01101,,SV,"Colonia Centro, Chalatenango, SV",True
5470,5470,Colonia Centro,Chalatenango,01101,,SV,"Colonia Centro, Chalatenango, SV",True
5471,5471,Colonia Centro,Ahuachapán,01101,,SV,"Colonia Centro, Ahuachapán, SV",True
5472,5472,Colonia Centro,Ahuachapán,01101,,SV,"Colonia Centro, Ahuachapán, SV",True
5473,5473,Colonia Centro,San Salvador,01101,,SV,"Colonia Centro, San Salvador, SV",True
5474,5474,Colonia Centro,San Salvador,01101,,SV,"Colonia Centro, San Salvador, SV",True
5475,5475,Colonia Centro,Usulután,01101,,SV,"Colonia Centro, Usulután, SV",True
5476,5476,Colonia Centro,Usulután,01101,,SV,"Colonia Centro, Usulután, SV",True
5477,5477,Colonia Centro,Delgado,01101,,SV,"Colonia Centro, Delgado, SV",True
5478,5478,Colonia Centro,Delgado,01101,,SV,"Colonia Centro, Delgado, SV",True
5479,5479,Colonia Centro,La Libertad,01101,,SV,"Colonia Centro, La Libertad, SV",True
5480,5480,Colonia Centro,La Libertad,01101,,SV,"Colonia Centro, La Libertad, SV",True
5481,5481,Colonia Centro,Ilopango,01101,,SV,"Colonia Centro, Ilopango, SV",True
5482,5482,Colonia Centro,Ilopango,01101,,SV,"Colonia Centro, Ilopango, SV",True
5483,5483,Colonia Centro,Sonsonate,01101,,SV,"Colonia Centro, Sonsonate, SV",True
5484,5484,Colonia Centro,Sonsonate,01101,,SV,"Colonia Centro, Sonsonate, SV",True
5485,5485,Colonia Centro,Apopa,01101,,SV,"Colonia Centro, Apopa, SV",True
5486,5486,Colonia Centro,Apopa,01101,,SV,"Colonia Centro, Apopa, SV",True
5487,5487,Colonia Centro,Cojutepeque,01101,,SV,"Colonia Centro, Cojutepeque, SV",True
5488,5488,Colonia Centro,Cojutepeque,01101,,SV,"Colonia Centro, Cojutepeque, SV",True
5489,5489,Colonia Centro,Delgado,01101,,SV,"Colonia Centro, Delgado, SV",True
5490,5490,Colonia Centro,Delgado,01101,,SV,"Colonia Centro, Delgado, SV",True
5491,5491,Colonia Centro,Ahuachapán,01101,,SV,"Colonia Centro, Ahuachapán, SV",True
5492,5492,Colonia Centro,Ahuachapán,01101,,SV,"Colonia Centro, Ahuachapán, SV",True
5493,5493,Colonia Centro,Sonsonate,01101,,SV,"Colonia Centro, Sonsonate, SV",True
5494,5494,Colonia Centro,Sonsonate,01101,,SV,"Colonia Centro, Sonsonate, SV",True
5495,5495,Colonia Centro,Antiguo Cuscatlán,01101,,SV,"Colonia Centro, Antiguo Cuscatlán, SV",True
5496,5496,Colonia Centro,Antiguo Cuscatlán,01101,,SV,"Colonia Centro, Antiguo Cuscatlán, SV",True
5497,5497,Colonia Centro,Chalatenango,01101,,SV,"Colonia Centro, Chalatenango, SV",True
5498,5498,Colonia Centro,Chalatenango,01101,,SV,"Colonia Centro, Chalatenango, SV",True
5499,5499,Colonia Centro,Sonsonate,01101,,SV,"Colonia Centro, Sonsonate, SV",True
5500,5500,Colonia Centro,Sonsonate,01101,,SV,"Colonia Centro, Sonsonate, SV",True
5501,5501,Colonia Centro,Metapán,01101,,SV,"Colonia Centro, Metapán, SV",True
5502,5502,Colonia Centro,Metapán,01101,,SV,"Colonia Centro, Metapán, SV",True
5503,5503,Colonia Centro,San Vicente,01101,,SV,"Colonia Centro, San Vicente, SV",True
5504,5504,Colonia Centro,San Vicente,01101,,SV,"Colonia Centro, San Vicente, SV",True
5505,5505,Colonia Centro,La Unión,01101,,SV,"Colonia Centro, La Unión, SV",True
5506,5506,Colonia Centro,La Unión,01101,,SV,"Colonia Centro, La Unión, SV",True
5507,5507,Colonia Centro,Chalatenango,01101,,SV,"Colonia Centro, Chalatenango, SV",True
5508,5508,Colonia Centro,Chalatenango,01101,,SV,"Colonia Centro, Chalatenango, SV",True
5509,5509,Colonia Centro,Santa Tecla,01101,,SV,"Colonia Centro, Santa Tecla, SV",True
5510,5510,Colonia Centro,Santa Tecla,01101,,SV,"Colonia Centro, Santa Tecla, SV",True
5511,5511,Colonia Centro,Delgado,01101,,SV,"Colonia Centro, Delgado, SV",True
5512,5512,Colonia Centro,Delgado,01101,,SV,"Colonia Centro, Delgado, SV",True
5513,5513,Colonia Centro,San Vicente,01101,,SV,"Colonia Centro, San Vicente, SV",True
5514,5514,Colonia Centro,San Vicente,01101,,SV,"Colonia Centro, San Vicente, SV",True
5515,5515,Colonia Centro,San Salvador,01101,,SV,"Colonia Centro, San Salvador, SV",True
5516,5516,Colonia Centro,San Salvador,01101,,SV,"Colonia Centro, San Salvador, SV",True
5517,5517,Colonia Centro,Soyapango,01101,,SV,"Colonia Centro, Soyapango, SV",True
5518,5518,Colonia Centro,Soyapango,01101,,SV,"Colonia Centro, Soyapango, SV",True
5519,5519,Colonia Centro,Cojutepeque,01101,,SV,"Colonia Centro, Cojutepeque, SV",True
5520,5520,Colonia Centro,Cojutepeque,01101,,SV,"Colonia Centro, Cojutepeque, SV",True
5521,5521,Colonia Centro,San Salvador,01101,,SV,"Colonia Centro, San Salvador, SV",True
5522,5522,Colonia Centro,San Salvador,01101,,SV,"Colonia Centro, San Salvador, SV",True
5523,5523,Colonia Centro,Santa Tecla,01101,,SV,"Colonia Centro, Santa Tecla, SV",True
5524,5524,Colonia Centro,Santa Tecla,01101,,SV,"Colonia Centro, Santa Tecla, SV",True
5525,5525,Colonia Centro,La Unión,01101,,SV,"Colonia Centro, La Unión, SV",True
5526,5526,Colonia Centro,La Unión,01101,,SV,"Colonia Centro, La Unión, SV",True
5527,5527,Colonia Centro,Zacatecoluca,01101,,SV,"Colonia Centro, Zacatecoluca, SV",True
5528,5528,Colonia Centro,Zacatecoluca,01101,,SV,"Colonia Centro, Zacatecoluca, SV",True
5529,5529,Colonia Centro,Ahuachapán,01101,,SV,"Colonia Centro, Ahuachapán, SV",True
5530,5530,Colonia Centro,Ahuachapán,01101,,SV,"Colonia Centro, Ahuachapán, SV",True
5531,5531,Colonia Centro,Ahuachapán,01101,,SV,"Colonia Centro, Ahuachapán, SV",True
