orden_id,orden_externo_id,numero_orden,currency,created_at,tipo_orden,canal,tasa_cambio
7754,51439,ORD-00051439,USD,2023-10-07 11:21:21,Venta,E-Commerce,1.0
7755,51456,ORD-00051456,USD,2023-06-23 14:01:00,Venta,E-Commerce,1.0
7756,51467,ORD-00051467,USD,2025-05-11 11:53:07,Venta,E-Commerce,1.0
7757,51472,ORD-00051472,USD,2023-02-02 17:55:23,Venta,E-Commerce,1.0
7758,51478,ORD-00051478,USD,2024-10-30 17:30:11,Venta,E-Commerce,1.0
7759,51483,ORD-00051483,USD,2024-11-13 19:26:50,Venta,E-Commerce,1.0
7760,51485,ORD-00051485,USD,2024-02-03 18:50:48,Venta,E-Commerce,1.0
7761,51487,ORD-00051487,USD,2023-03-16 19:46:02,Venta,E-Commerce,1.0
7762,51518,ORD-00051518,USD,2024-03-15 14:24:03,Venta,E-Commerce,1.0
7763,51520,ORD-00051520,USD,2025-11-04 16:44:09,Venta,E-Commerce,1.0
7764,51528,ORD-00051528,USD,2025-07-29 12:30:06,Venta,E-Commerce,1.0
7765,51551,ORD-00051551,USD,2024-10-11 16:24:56,Venta,E-Commerce,1.0
7766,51557,ORD-00051557,USD,2023-08-25 16:06:41,Venta,E-Commerce,1.0
7767,51559,ORD-00051559,USD,2024-05-01 16:02:37,Venta,E-Commerce,1.0
7768,51563,ORD-00051563,USD,2023-12-06 17:00:47,Venta,E-Commerce,1.0
7769,51565,ORD-00051565,USD,2025-07-01 08:33:42,Venta,E-Commerce,1.0
7770,51582,ORD-00051582,USD,2024-05-30 19:18:58,Venta,E-Commerce,1.0
7771,51586,ORD-00051586,USD,2024-05-25 17:25:32,Venta,E-Commerce,1.0
7772,51589,ORD-00051589,USD,2025-03-04 19:35:40,Venta,E-Commerce,1.0
7773,51606,ORD-00051606,USD,2024-02-14 13:39:59,Venta,E-Commerce,1.0
7774,51617,ORD-00051617,USD,2023-11-01 19:11:24,Venta,E-Commerce,1.0
7775,51627,ORD-00051627,USD,2024-09-22 19:43:56,Venta,E-Commerce,1.0
7776,51639,ORD-00051639,USD,2025-02-08 17:46:28,Venta,E-Commerce,1.0
7777,51648,ORD-00051648,USD,2024-11-30 16:43:12,Venta,E-Commerce,1.0
7778,51649,ORD-00051649,USD,2024-06-16 09:10:44,Venta,E-Commerce,1.0
7779,51662,ORD-00051662,USD,2025-11-23 14:54:12,Venta,E-Commerce,1.0
7780,51675,ORD-00051675,USD,2024-11-29 14:53:54,Venta,E-Commerce,1.0
7781,51676,ORD-00051676,USD,2024-10-10 10:08:05,Venta,E-Commerce,1.0
7782,51694,ORD-00051694,USD,2023-05-08 18:22:44,Venta,E-Commerce,1.0
7783,51702,ORD-00051702,USD,2023-05-13 13:49:35,Venta,E-Commerce,1.0
7784,51705,ORD-00051705,USD,2025-05-06 10:38:56,Venta,E-Commerce,1.0
7785,51711,ORD-00051711,USD,2024-10-12 11:14:28,Venta,E-Commerce,1.0
7786,51712,ORD-00051712,USD,2025-02-16 10:36:29,Venta,E-Commerce,1.0
7787,51714,ORD-00051714,USD,2024-05-08 12:13:16,Venta,E-Commerce,1.0
7788,51724,ORD-00051724,USD,2024-02-24 14:11:59,Venta,E-Commerce,1.0
7789,51733,ORD-00051733,USD,2025-07-05 14:23:27,Venta,E-Commerce,1.0
7790,51735,ORD-00051735,USD,2024-07-02 10:59:56,Venta,E-Commerce,1.0
7791,51745,ORD-00051745,USD,2023-03-27 16:15:38,Venta,E-Commerce,1.0
7792,51747,ORD-00051747,USD,2023-08-12 09:20:18,Venta,E-Commerce,1.0
7793,51749,ORD-00051749,USD,2024-12-03 12:39:56,Venta,E-Commerce,1.0
7794,51752,ORD-00051752,USD,2024-06-04 09:33:45,Venta,E-Commerce,1.0
7795,51760,ORD-00051760,USD,2024-11-18 11:41:12,Venta,E-Commerce,1.0
7796,51763,ORD-00051763,USD,2025-10-02 16:35:13,Venta,E-Commerce,1.0
7797,51764,ORD-00051764,USD,2025-04-11 11:15:13,Venta,E-Commerce,1.0
7798,51766,ORD-00051766,USD,2025-05-29 14:20:20,Venta,E-Commerce,1.0
7799,51769,ORD-00051769,USD,2025-05-26 11:07:24,Venta,E-Commerce,1.0
7800,51788,ORD-00051788,USD,2024-07-03 20:12:37,Venta,E-Commerce,1.0
7801,51792,ORD-00051792,USD,2023-12-14 20:45:11,Venta,E-Commerce,1.0
7802,51797,ORD-00051797,USD,2023-07-24 12:13:03,Venta,E-Commerce,1.0
7803,51820,ORD-00051820,USD,2025-02-17 12:49:21,Venta,E-Commerce,1.0
7804,51821,ORD-00051821,USD,2023-12-24 18:00:38,Venta,E-Commerce,1.0
7805,51822,ORD-00051822,USD,2023-12-09 10:05:13,Venta,E-Commerce,1.0
7806,51824,ORD-00051824,USD,2023-11-26 11:03:25,Venta,E-Commerce,1.0
7807,51834,ORD-00051834,USD,2025-04-11 10:32:16,Venta,E-Commerce,1.0
7808,51845,ORD-00051845,USD,2025-05-27 18:13:17,Venta,E-Commerce,1.0
7809,51846,ORD-00051846,USD,2024-02-02 14:56:55,Venta,E-Commerce,1.0
7810,51863,ORD-00051863,USD,2024-07-24 12:36:41,Venta,E-Commerce,1.0
7811,51868,ORD-00051868,USD,2023-01-14 10:04:32,Venta,E-Commerce,1.0
7812,51874,ORD-00051874,USD,2023-04-19 12:42:06,Venta,E-Commerce,1.0
7813,51878,ORD-00051878,USD,2024-10-29 17:54:43,Venta,E-Commerce,1.0
7814,51888,ORD-00051888,USD,2023-11-02 13:09:56,Venta,E-Commerce,1.0
7815,51889,ORD-00051889,USD,2023-09-17 12:44:30,Venta,E-Commerce,1.0
7816,51902,ORD-00051902,USD,2023-08-04 15:50:55,Venta,E-Commerce,1.0
7817,51906,ORD-00051906,USD,2025-09-20 09:57:28,Venta,E-Commerce,1.0
7818,51908,ORD-00051908,USD,2025-08-15 08:06:21,Venta,E-Commerce,1.0
7819,51911,ORD-00051911,USD,2023-11-26 12:40:23,Venta,E-Commerce,1.0
7820,51925,ORD-00051925,USD,2024-11-20 09:49:47,Venta,E-Commerce,1.0
7821,51928,ORD-00051928,USD,2024-12-11 11:14:17,Venta,E-Commerce,1.0
7822,51944,ORD-00051944,USD,2023-11-17 16:07:51,Venta,E-Commerce,1.0
7823,51946,ORD-00051946,USD,2024-11-13 16:56:53,Venta,E-Commerce,1.0
7824,51955,ORD-00051955,USD,2023-12-07 11:35:54,Venta,E-Commerce,1.0
7825,51958,ORD-00051958,USD,2025-08-22 12:42:13,Venta,E-Commerce,1.0
7826,51966,ORD-00051966,USD,2024-10-31 19:33:26,Venta,E-Commerce,1.0
7827,51970,ORD-00051970,USD,2025-11-23 09:35:14,Venta,E-Commerce,1.0
7828,51980,ORD-00051980,USD,2025-01-17 09:53:59,Venta,E-Commerce,1.0
7829,51994,ORD-00051994,USD,2024-01-15 13:05:07,Venta,E-Commerce,1.0
7830,52002,ORD-00052002,USD,2025-06-15 16:42:04,Venta,E-Commerce,1.0
7831,52006,ORD-00052006,USD,2024-12-19 11:29:23,Venta,E-Commerce,1.0
7832,52010,ORD-00052010,USD,2024-11-10 15:27:46,Venta,E-Commerce,1.0
7833,52013,ORD-00052013,USD,2023-05-16 16:04:16,Venta,E-Commerce,1.0
7834,52015,ORD-00052015,USD,2025-02-20 19:28:40,Venta,E-Commerce,1.0
7835,52017,ORD-00052017,USD,2023-12-16 17:59:50,Venta,E-Commerce,1.0
7836,52023,ORD-00052023,USD,2024-07-04 11:13:47,Venta,E-Commerce,1.0
7837,52027,ORD-00052027,USD,2023-11-05 08:51:48,Venta,E-Commerce,1.0
7838,52028,ORD-00052028,USD,2023-12-22 13:54:36,Venta,E-Commerce,1.0
7839,52036,ORD-00052036,USD,2023-07-02 17:45:04,Venta,E-Commerce,1.0
7840,52044,ORD-00052044,USD,2023-11-25 08:40:17,Venta,E-Commerce,1.0
7841,52047,ORD-00052047,USD,2023-12-20 16:27:34,Venta,E-Commerce,1.0
7842,52056,ORD-00052056,USD,2024-02-23 19:17:05,Venta,E-Commerce,1.0
7843,52064,ORD-00052064,USD,2023-01-01 14:05:53,Venta,E-Commerce,1.0
7844,52085,ORD-00052085,USD,2025-01-28 18:52:59,Venta,E-Commerce,1.0
7845,52087,ORD-00052087,USD,2024-10-27 11:32:44,Venta,E-Commerce,1.0
7846,52088,ORD-00052088,USD,2025-10-23 11:57:47,Venta,E-Commerce,1.0
7847,52089,ORD-00052089,USD,2024-03-04 14:45:26,Venta,E-Commerce,1.0
7848,52093,ORD-00052093,USD,2024-07-18 17:50:42,Venta,E-Commerce,1.0
7849,52097,ORD-00052097,USD,2025-06-12 11:51:24,Venta,E-Commerce,1.0
7850,52101,ORD-00052101,USD,2025-04-27 13:16:26,Venta,E-Commerce,1.0
7851,52109,ORD-00052109,USD,2023-11-22 12:04:24,Venta,E-Commerce,1.0
7852,52115,ORD-00052115,USD,2025-02-07 10:18:54,Venta,E-Commerce,1.0
7853,52116,ORD-00052116,USD,2023-08-16 20:31:46,Venta,E-Commerce,1.0
7854,52120,ORD-00052120,USD,2023-11-26 13:06:46,Venta,E-Commerce,1.0
7855,52124,ORD-00052124,USD,2024-06-04 16:28:07,Venta,E-Commerce,1.0
7856,52125,ORD-00052125,USD,2024-12-17 19:35:07,Venta,E-Commerce,1.0
7857,52126,ORD-00052126,USD,2023-04-05 20:56:20,Venta,E-Commerce,1.0
7858,52130,ORD-00052130,USD,2024-12-27 09:12:12,Venta,E-Commerce,1.0
7859,52131,ORD-00052131,USD,2023-10-03 18:40:51,Venta,E-Commerce,1.0
7860,52132,ORD-00052132,USD,2023-07-23 16:14:00,Venta,E-Commerce,1.0
7861,52142,ORD-00052142,USD,2025-05-04 11:34:02,Venta,E-Commerce,1.0
7862,52145,ORD-00052145,USD,2023-02-26 20:39:35,Venta,E-Commerce,1.0
7863,52147,ORD-00052147,USD,2025-05-25 18:45:33,Venta,E-Commerce,1.0
7864,52179,ORD-00052179,USD,2025-07-15 14:41:23,Venta,E-Commerce,1.0
7865,52190,ORD-00052190,USD,2023-12-04 08:42:45,Venta,E-Commerce,1.0
7866,52197,ORD-00052197,USD,2024-07-20 14:46:53,Venta,E-Commerce,1.0
7867,52199,ORD-00052199,USD,2024-10-09 12:07:50,Venta,E-Commerce,1.0
7868,52211,ORD-00052211,USD,2023-11-26 08:51:37,Venta,E-Commerce,1.0
7869,52216,ORD-00052216,USD,2025-08-14 11:04:40,Venta,E-Commerce,1.0
7870,52225,ORD-00052225,USD,2025-07-10 19:05:09,Venta,E-Commerce,1.0
7871,52240,ORD-00052240,USD,2024-04-11 15:49:23,Venta,E-Commerce,1.0
7872,52242,ORD-00052242,USD,2025-08-22 18:29:16,Venta,E-Commerce,1.0
7873,52248,ORD-00052248,USD,2025-07-13 09:06:12,Venta,E-Commerce,1.0
7874,52252,ORD-00052252,USD,2023-03-29 19:04:59,Venta,E-Commerce,1.0
7875,52255,ORD-00052255,USD,2024-06-28 08:18:42,Venta,E-Commerce,1.0
7876,52268,ORD-00052268,USD,2023-06-18 18:06:00,Venta,E-Commerce,1.0
7877,52282,ORD-00052282,USD,2023-01-04 12:22:33,Venta,E-Commerce,1.0
7878,52294,ORD-00052294,USD,2024-11-24 20:06:13,Venta,E-Commerce,1.0
7879,52303,ORD-00052303,USD,2024-12-15 19:47:52,Venta,E-Commerce,1.0
7880,52319,ORD-00052319,USD,2023-10-26 09:22:06,Venta,E-Commerce,1.0
7881,52320,ORD-00052320,USD,2025-04-24 13:31:55,Venta,E-Commerce,1.0
7882,52329,ORD-00052329,USD,2024-12-29 09:47:28,Venta,E-Commerce,1.0
7883,52344,ORD-00052344,USD,2023-08-22 09:54:58,Venta,E-Commerce,1.0
7884,52347,ORD-00052347,USD,2025-10-22 17:47:27,Venta,E-Commerce,1.0
7885,52353,ORD-00052353,USD,2024-02-27 17:36:55,Venta,E-Commerce,1.0
7886,52355,ORD-00052355,USD,2024-12-01 09:10:56,Venta,E-Commerce,1.0
7887,52361,ORD-00052361,USD,2025-07-10 19:09:21,Venta,E-Commerce,1.0
7888,52369,ORD-00052369,USD,2023-09-18 19:44:59,Venta,E-Commerce,1.0
7889,52374,ORD-00052374,USD,2023-11-16 16:36:35,Venta,E-Commerce,1.0
7890,52384,ORD-00052384,USD,2023-12-23 08:04:25,Venta,E-Commerce,1.0
7891,52386,ORD-00052386,USD,2023-01-23 18:06:32,Venta,E-Commerce,1.0
7892,52402,ORD-00052402,USD,2024-05-31 20:46:30,Venta,E-Commerce,1.0
7893,52407,ORD-00052407,USD,2023-11-27 11:59:13,Venta,E-Commerce,1.0
7894,52408,ORD-00052408,USD,2023-08-25 14:37:18,Venta,E-Commerce,1.0
7895,52418,ORD-00052418,USD,2025-03-12 13:44:24,Venta,E-Commerce,1.0
7896,52422,ORD-00052422,USD,2025-08-12 18:18:51,Venta,E-Commerce,1.0
7897,52423,ORD-00052423,USD,2025-10-20 11:08:05,Venta,E-Commerce,1.0
7898,52430,ORD-00052430,USD,2023-12-11 15:04:03,Venta,E-Commerce,1.0
7899,52441,ORD-00052441,USD,2024-12-09 19:02:50,Venta,E-Commerce,1.0
7900,52446,ORD-00052446,USD,2025-11-12 12:03:33,Venta,E-Commerce,1.0
7901,52455,ORD-00052455,USD,2024-09-29 15:38:44,Venta,E-Commerce,1.0
7902,52457,ORD-00052457,USD,2025-10-06 15:00:29,Venta,E-Commerce,1.0
7903,52477,ORD-00052477,USD,2023-02-23 17:42:45,Venta,E-Commerce,1.0
7904,52486,ORD-00052486,USD,2024-12-27 19:44:59,Venta,E-Commerce,1.0
7905,52499,ORD-00052499,USD,2025-09-20 10:50:08,Venta,E-Commerce,1.0
7906,52514,ORD-00052514,USD,2024-12-15 20:26:52,Venta,E-Commerce,1.0
7907,52525,ORD-00052525,USD,2025-01-21 16:48:28,Venta,E-Commerce,1.0
7908,52526,ORD-00052526,USD,2024-07-07 11:21:44,Venta,E-Commerce,1.0
7909,52531,ORD-00052531,USD,2024-07-14 17:41:58,Venta,E-Commerce,1.0
7910,52532,ORD-00052532,USD,2025-10-24 14:42:03,Venta,E-Commerce,1.0
7911,52538,ORD-00052538,USD,2025-06-28 12:45:17,Venta,E-Commerce,1.0
7912,52539,ORD-00052539,USD,2023-11-24 20:36:00,Venta,E-Commerce,1.0
7913,52540,ORD-00052540,USD,2023-11-28 08:25:37,Venta,E-Commerce,1.0
7914,52546,ORD-00052546,USD,2024-10-16 15:33:54,Venta,E-Commerce,1.0
7915,52548,ORD-00052548,USD,2025-08-08 12:02:58,Venta,E-Commerce,1.0
7916,52550,ORD-00052550,USD,2025-08-21 20:03:23,Venta,E-Commerce,1.0
7917,52554,ORD-00052554,USD,2025-07-16 20:09:48,Venta,E-Commerce,1.0
7918,52566,ORD-00052566,USD,2024-05-27 14:38:44,Venta,E-Commerce,1.0
7919,52582,ORD-00052582,USD,2023-12-18 16:29:13,Venta,E-Commerce,1.0
7920,52588,ORD-00052588,USD,2023-05-25 16:00:20,Venta,E-Commerce,1.0
7921,52591,ORD-00052591,USD,2025-02-03 11:01:41,Venta,E-Commerce,1.0
7922,52597,ORD-00052597,USD,2024-03-29 09:24:36,Venta,E-Commerce,1.0
7923,52605,ORD-00052605,USD,2025-07-29 08:17:53,Venta,E-Commerce,1.0
7924,52607,ORD-00052607,USD,2023-11-06 18:47:07,Venta,E-Commerce,1.0
7925,52615,ORD-00052615,USD,2024-03-09 11:12:37,Venta,E-Commerce,1.0
7926,52625,ORD-00052625,USD,2023-07-23 18:55:30,Venta,E-Commerce,1.0
7927,52631,ORD-00052631,USD,2025-08-22 19:59:02,Venta,E-Commerce,1.0
7928,52632,ORD-00052632,USD,2023-07-08 10:33:44,Venta,E-Commerce,1.0
7929,52638,ORD-00052638,USD,2025-11-28 10:14:17,Venta,E-Commerce,1.0
7930,52648,ORD-00052648,USD,2025-09-27 16:42:58,Venta,E-Commerce,1.0
7931,52653,ORD-00052653,USD,2025-06-06 10:40:13,Venta,E-Commerce,1.0
7932,52656,ORD-00052656,USD,2023-06-19 14:44:52,Venta,E-Commerce,1.0
7933,52663,ORD-00052663,USD,2023-04-29 11:53:08,Venta,E-Commerce,1.0
7934,52680,ORD-00052680,USD,2023-03-08 12:14:51,Venta,E-Commerce,1.0
7935,52687,ORD-00052687,USD,2025-05-24 09:15:52,Venta,E-Commerce,1.0
7936,52700,ORD-00052700,USD,2023-11-08 12:13:33,Venta,E-Commerce,1.0
7937,52704,ORD-00052704,USD,2025-05-24 18:42:54,Venta,E-Commerce,1.0
7938,52714,ORD-00052714,USD,2025-03-11 17:33:30,Venta,E-Commerce,1.0
7939,52716,ORD-00052716,USD,2025-08-27 16:12:59,Venta,E-Commerce,1.0
7940,52719,ORD-00052719,USD,2023-07-28 14:30:23,Venta,E-Commerce,1.0
7941,52728,ORD-00052728,USD,2024-12-27 19:56:33,Venta,E-Commerce,1.0
7942,52752,ORD-00052752,USD,2024-05-24 15:18:09,Venta,E-Commerce,1.0
7943,52761,ORD-00052761,USD,2023-12-01 17:35:15,Venta,E-Commerce,1.0
7944,52765,ORD-00052765,USD,2023-12-20 12:37:35,Venta,E-Commerce,1.0
7945,52774,ORD-00052774,USD,2025-06-04 08:49:05,Venta,E-Commerce,1.0
7946,52794,ORD-00052794,USD,2024-10-29 08:23:41,Venta,E-Commerce,1.0
7947,52795,ORD-00052795,USD,2025-10-17 16:03:05,Venta,E-Commerce,1.0
7948,52810,ORD-00052810,USD,2024-02-13 18:50:55,Venta,E-Commerce,1.0
7949,52818,ORD-00052818,USD,2024-07-29 15:49:24,Venta,E-Commerce,1.0
7950,52825,ORD-00052825,USD,2025-03-28 12:36:08,Venta,E-Commerce,1.0
7951,52826,ORD-00052826,USD,2023-08-14 19:27:13,Venta,E-Commerce,1.0
7952,52830,ORD-00052830,USD,2023-11-22 17:18:44,Venta,E-Commerce,1.0
7953,52839,ORD-00052839,USD,2023-07-22 16:08:52,Venta,E-Commerce,1.0
7954,52849,ORD-00052849,USD,2024-06-24 20:51:41,Venta,E-Commerce,1.0
7955,52851,ORD-00052851,USD,2024-08-04 11:54:53,Venta,E-Commerce,1.0
7956,52852,ORD-00052852,USD,2023-11-20 16:34:38,Venta,E-Commerce,1.0
7957,52857,ORD-00052857,USD,2024-07-07 18:12:24,Venta,E-Commerce,1.0
7958,52858,ORD-00052858,USD,2025-02-22 09:24:17,Venta,E-Commerce,1.0
7959,52863,ORD-00052863,USD,2023-05-07 17:44:04,Venta,E-Commerce,1.0
7960,52869,ORD-00052869,USD,2023-05-24 18:07:23,Venta,E-Commerce,1.0
7961,52870,ORD-00052870,USD,2023-02-10 17:22:54,Venta,E-Commerce,1.0
7962,52872,ORD-00052872,USD,2024-12-30 08:42:07,Venta,E-Commerce,1.0
7963,52874,ORD-00052874,USD,2023-04-12 16:31:57,Venta,E-Commerce,1.0
7964,52880,ORD-00052880,USD,2023-08-27 13:29:49,Venta,E-Commerce,1.0
7965,52893,ORD-00052893,USD,2023-09-21 10:45:59,Venta,E-Commerce,1.0
7966,52899,ORD-00052899,USD,2024-01-11 08:14:36,Venta,E-Commerce,1.0
7967,52900,ORD-00052900,USD,2024-06-10 09:54:48,Venta,E-Commerce,1.0
7968,52904,ORD-00052904,USD,2023-07-12 13:09:17,Venta,E-Commerce,1.0
7969,52912,ORD-00052912,USD,2024-07-11 15:22:29,Venta,E-Commerce,1.0
7970,52914,ORD-00052914,USD,2023-07-09 17:12:52,Venta,E-Commerce,1.0
7971,52921,ORD-00052921,USD,2024-12-14 14:30:16,Venta,E-Commerce,1.0
7972,52930,ORD-00052930,USD,2024-06-26 11:51:56,Venta,E-Commerce,1.0
7973,52936,ORD-00052936,USD,2023-10-01 17:18:18,Venta,E-Commerce,1.0
7974,52938,ORD-00052938,USD,2023-02-15 16:14:17,Venta,E-Commerce,1.0
7975,52939,ORD-00052939,USD,2023-07-22 14:44:46,Venta,E-Commerce,1.0
7976,52945,ORD-00052945,USD,2025-10-05 11:40:03,Venta,E-Commerce,1.0
7977,52964,ORD-00052964,USD,2023-12-29 11:35:52,Venta,E-Commerce,1.0
7978,52965,ORD-00052965,USD,2025-02-11 16:22:52,Venta,E-Commerce,1.0
7979,52970,ORD-00052970,USD,2024-11-28 16:57:42,Venta,E-Commerce,1.0
7980,52972,ORD-00052972,USD,2024-12-03 15:21:25,Venta,E-Commerce,1.0
7981,52992,ORD-00052992,USD,2024-02-27 12:23:53,Venta,E-Commerce,1.0
7982,52999,ORD-00052999,USD,2023-10-25 16:12:25,Venta,E-Commerce,1.0
7983,53008,ORD-00053008,USD,2023-09-25 17:07:31,Venta,E-Commerce,1.0
7984,53014,ORD-00053014,USD,2025-06-06 20:04:12,Venta,E-Commerce,1.0
7985,53019,ORD-00053019,USD,2025-07-16 16:55:28,Venta,E-Commerce,1.0
7986,53020,ORD-00053020,USD,2025-10-30 09:02:14,Venta,E-Commerce,1.0
7987,53026,ORD-00053026,USD,2023-02-15 14:22:15,Venta,E-Commerce,1.0
7988,53027,ORD-00053027,USD,2025-05-11 19:38:17,Venta,E-Commerce,1.0
7989,53031,ORD-00053031,USD,2023-11-30 17:19:20,Venta,E-Commerce,1.0
7990,53040,ORD-00053040,USD,2023-11-09 13:48:48,Venta,E-Commerce,1.0
7991,53041,ORD-00053041,USD,2024-12-07 13:08:52,Venta,E-Commerce,1.0
7992,53048,ORD-00053048,USD,2025-10-10 18:33:27,Venta,E-Commerce,1.0
7993,53050,ORD-00053050,USD,2025-11-24 12:41:15,Venta,E-Commerce,1.0
7994,53063,ORD-00053063,USD,2023-07-01 09:00:50,Venta,E-Commerce,1.0
7995,53064,ORD-00053064,USD,2024-04-09 18:50:30,Venta,E-Commerce,1.0
7996,53065,ORD-00053065,USD,2023-10-25 09:24:26,Venta,E-Commerce,1.0
7997,53070,ORD-00053070,USD,2023-02-08 18:40:18,Venta,E-Commerce,1.0
7998,53082,ORD-00053082,USD,2025-08-29 19:35:20,Venta,E-Commerce,1.0
7999,53086,ORD-00053086,USD,2025-07-03 20:20:58,Venta,E-Commerce,1.0
8000,53089,ORD-00053089,USD,2024-10-17 17:38:24,Venta,E-Commerce,1.0
8001,53093,ORD-00053093,USD,2024-11-12 11:15:21,Venta,E-Commerce,1.0
8002,53095,ORD-00053095,USD,2025-07-15 12:59:00,Venta,E-Commerce,1.0
8003,53103,ORD-00053103,USD,2024-07-02 14:17:34,Venta,E-Commerce,1.0
8004,53106,ORD-00053106,USD,2023-03-23 08:54:04,Venta,E-Commerce,1.0
8005,53110,ORD-00053110,USD,2024-11-25 17:18:37,Venta,E-Commerce,1.0
8006,53119,ORD-00053119,USD,2025-06-27 19:47:57,Venta,E-Commerce,1.0
8007,53126,ORD-00053126,USD,2025-11-04 09:26:46,Venta,E-Commerce,1.0
8008,53137,ORD-00053137,USD,2024-05-24 15:24:22,Venta,E-Commerce,1.0
8009,53140,ORD-00053140,USD,2024-02-21 17:13:22,Venta,E-Commerce,1.0
8010,53141,ORD-00053141,USD,2023-05-19 12:33:55,Venta,E-Commerce,1.0
8011,53148,ORD-00053148,USD,2025-03-11 18:30:48,Venta,E-Commerce,1.0
8012,53157,ORD-00053157,USD,2024-12-31 14:44:52,Venta,E-Commerce,1.0
8013,53161,ORD-00053161,USD,2024-12-13 09:57:50,Venta,E-Commerce,1.0
8014,53163,ORD-00053163,USD,2023-11-21 20:31:43,Venta,E-Commerce,1.0
8015,53164,ORD-00053164,USD,2023-11-15 11:59:42,Venta,E-Commerce,1.0
8016,53165,ORD-00053165,USD,2024-06-06 12:11:59,Venta,E-Commerce,1.0
8017,53172,ORD-00053172,USD,2024-12-18 09:15:45,Venta,E-Commerce,1.0
8018,53173,ORD-00053173,USD,2025-01-09 12:04:20,Venta,E-Commerce,1.0
8019,53180,ORD-00053180,USD,2023-12-09 17:22:51,Venta,E-Commerce,1.0
8020,53182,ORD-00053182,USD,2025-04-27 19:58:03,Venta,E-Commerce,1.0
8021,53185,ORD-00053185,USD,2024-11-26 12:03:49,Venta,E-Commerce,1.0
8022,53189,ORD-00053189,USD,2023-04-27 09:44:46,Venta,E-Commerce,1.0
8023,53192,ORD-00053192,USD,2023-12-28 16:28:37,Venta,E-Commerce,1.0
8024,53199,ORD-00053199,USD,2024-02-24 08:25:11,Venta,E-Commerce,1.0
8025,53203,ORD-00053203,USD,2024-05-31 08:23:31,Venta,E-Commerce,1.0
8026,53210,ORD-00053210,USD,2024-08-10 15:49:20,Venta,E-Commerce,1.0
8027,53220,ORD-00053220,USD,2025-02-02 11:05:18,Venta,E-Commerce,1.0
8028,53224,ORD-00053224,USD,2025-03-01 20:43:49,Venta,E-Commerce,1.0
8029,53232,ORD-00053232,USD,2023-07-29 10:40:27,Venta,E-Commerce,1.0
8030,53233,ORD-00053233,USD,2023-07-09 11:54:26,Venta,E-Commerce,1.0
8031,53234,ORD-00053234,USD,2024-11-22 12:20:29,Venta,E-Commerce,1.0
8032,53248,ORD-00053248,USD,2024-02-09 19:18:16,Venta,E-Commerce,1.0
8033,53251,ORD-00053251,USD,2023-08-19 11:04:57,Venta,E-Commerce,1.0
8034,53252,ORD-00053252,USD,2024-06-30 14:33:59,Venta,E-Commerce,1.0
8035,53262,ORD-00053262,USD,2024-05-11 14:29:46,Venta,E-Commerce,1.0
8036,53271,ORD-00053271,USD,2024-11-14 12:11:42,Venta,E-Commerce,1.0
8037,53283,ORD-00053283,USD,2025-04-06 20:43:04,Venta,E-Commerce,1.0
8038,53291,ORD-00053291,USD,2025-07-31 12:22:48,Venta,E-Commerce,1.0
8039,53295,ORD-00053295,USD,2023-12-24 19:20:53,Venta,E-Commerce,1.0
8040,53311,ORD-00053311,USD,2025-10-25 12:42:40,Venta,E-Commerce,1.0
8041,53312,ORD-00053312,USD,2023-12-12 09:00:36,Venta,E-Commerce,1.0
8042,53315,ORD-00053315,USD,2023-05-03 18:29:25,Venta,E-Commerce,1.0
8043,53328,ORD-00053328,USD,2025-07-02 20:04:11,Venta,E-Commerce,1.0
8044,53329,ORD-00053329,USD,2025-09-03 20:19:27,Venta,E-Commerce,1.0
8045,53330,ORD-00053330,USD,2025-02-18 11:43:12,Venta,E-Commerce,1.0
8046,53335,ORD-00053335,USD,2024-11-19 17:50:52,Venta,E-Commerce,1.0
8047,53336,ORD-00053336,USD,2023-10-20 19:27:46,Venta,E-Commerce,1.0
8048,53360,ORD-00053360,USD,2025-06-24 09:10:50,Venta,E-Commerce,1.0
8049,53363,ORD-00053363,USD,2023-04-29 18:09:32,Venta,E-Commerce,1.0
8050,53367,ORD-00053367,USD,2025-05-15 16:08:22,Venta,E-Commerce,1.0
8051,53368,ORD-00053368,USD,2023-08-22 09:36:57,Venta,E-Commerce,1.0
8052,53373,ORD-00053373,USD,2024-11-13 11:25:14,Venta,E-Commerce,1.0
8053,53398,ORD-00053398,USD,2023-10-06 15:48:49,Venta,E-Commerce,1.0
8054,53410,ORD-00053410,USD,2025-07-17 14:53:30,Venta,E-Commerce,1.0
8055,53413,ORD-00053413,USD,2024-06-05 20:10:50,Venta,E-Commerce,1.0
8056,53418,ORD-00053418,USD,2025-11-10 20:15:20,Venta,E-Commerce,1.0
8057,53424,ORD-00053424,USD,2023-12-31 15:40:03,Venta,E-Commerce,1.0
8058,53426,ORD-00053426,USD,2023-11-23 17:01:22,Venta,E-Commerce,1.0
8059,53430,ORD-00053430,USD,2024-06-18 11:14:28,Venta,E-Commerce,1.0
8060,53436,ORD-00053436,USD,2025-04-30 13:47:29,Venta,E-Commerce,1.0
8061,53440,ORD-00053440,USD,2023-07-16 11:02:16,Venta,E-Commerce,1.0
8062,53442,ORD-00053442,USD,2023-07-09 14:34:01,Venta,E-Commerce,1.0
8063,53448,ORD-00053448,USD,2023-06-02 11:24:13,Venta,E-Commerce,1.0
