movimiento_id,fecha_id,producto_id,almacen_id,tipo_movimiento_id,proveedor_id,usuario_id,cantidad,costo_unitario,costo_total,stock_anterior,stock_resultante,documento,observaciones
19619,20231124,7,1,1,1,1,5.0,116.24,581.19,482.0,477.0,ORDEN-138103,Venta orden #138103
19620,20231124,33,1,1,1,1,2.0,82.31,164.62,613.0,611.0,ORDEN-138103,Venta orden #138103
19621,20231124,40,1,1,1,1,5.0,118.7,593.49,663.0,658.0,ORDEN-21023,Venta orden #21023
19622,20231124,52,1,1,1,1,4.0,76.18,304.7,305.0,301.0,ORDEN-21023,Venta orden #21023
19623,20231124,53,1,1,1,1,1.0,111.7,111.7,676.0,675.0,ORDEN-21023,Venta orden #21023
19624,20231124,5,1,1,1,1,1.0,110.82,110.82,672.0,671.0,ORDEN-24408,Venta orden #24408
19625,20231124,37,1,1,1,1,2.0,71.27,142.55,1517.0,1515.0,ORDEN-24408,Venta orden #24408
19626,20231124,63,1,1,1,1,5.0,108.98,544.89,582.0,577.0,ORDEN-24408,Venta orden #24408
19627,20231124,14,1,1,1,1,3.0,97.15,291.46,1278.0,1275.0,ORDEN-8560,Venta orden #8560
19628,20231124,44,1,1,1,1,3.0,102.41,307.24,1270.0,1267.0,ORDEN-8560,Venta orden #8560
19629,20231124,7,1,1,1,1,1.0,114.0,114.0,939.0,938.0,ORDEN-142863,Venta orden #142863
19630,20231124,18,1,1,1,1,1.0,117.68,117.68,187.0,186.0,ORDEN-142863,Venta orden #142863
19631,20231124,6,1,1,1,1,5.0,95.92,479.61,1457.0,1452.0,ORDEN-46620,Venta orden #46620
19632,20231124,10,1,1,1,1,1.0,109.54,109.54,1577.0,1576.0,ORDEN-46620,Venta orden #46620
19633,20231124,24,1,1,1,1,5.0,68.35,341.76,438.0,433.0,ORDEN-46620,Venta orden #46620
19634,20231124,29,1,1,1,1,2.0,70.13,140.26,447.0,445.0,ORDEN-46620,Venta orden #46620
19635,20231124,35,1,1,1,1,2.0,102.94,205.88,897.0,895.0,ORDEN-46620,Venta orden #46620
19636,20231124,3,1,1,1,1,5.0,109.51,547.53,439.0,434.0,ORDEN-119054,Venta orden #119054
19637,20231124,12,1,1,1,1,1.0,97.28,97.28,347.0,346.0,ORDEN-119054,Venta orden #119054
19638,20231124,13,1,1,1,1,5.0,86.91,434.55,1109.0,1104.0,ORDEN-119054,Venta orden #119054
19639,20231124,40,1,1,1,1,4.0,73.93,295.7,1437.0,1433.0,ORDEN-119054,Venta orden #119054
19640,20231124,62,1,1,1,1,2.0,69.54,139.08,491.0,489.0,ORDEN-119054,Venta orden #119054
19641,20231124,17,1,1,1,1,1.0,119.82,119.82,1217.0,1216.0,ORDEN-20564,Venta orden #20564
19642,20231124,42,1,1,1,1,2.0,90.76,181.51,1301.0,1299.0,ORDEN-20564,Venta orden #20564
19643,20231124,52,1,1,1,1,4.0,95.46,381.84,228.0,224.0,ORDEN-20564,Venta orden #20564
19644,20231124,5,1,1,1,1,5.0,69.03,345.15,671.0,666.0,ORDEN-133317,Venta orden #133317
19645,20231124,47,1,1,1,1,4.0,70.33,281.3,1416.0,1412.0,ORDEN-133317,Venta orden #133317
19646,20231124,57,1,1,1,1,2.0,90.35,180.7,817.0,815.0,ORDEN-133317,Venta orden #133317
19647,20231124,39,1,1,1,1,1.0,118.18,118.18,326.0,325.0,ORDEN-106417,Venta orden #106417
19648,20231124,44,1,1,1,1,4.0,103.03,412.1,1267.0,1263.0,ORDEN-106417,Venta orden #106417
19649,20231124,48,1,1,1,1,3.0,118.36,355.09,1465.0,1462.0,ORDEN-106417,Venta orden #106417
19650,20231124,49,1,1,1,1,1.0,103.48,103.48,1539.0,1538.0,ORDEN-106417,Venta orden #106417
19651,20231124,55,1,1,1,1,3.0,79.72,239.17,1550.0,1547.0,ORDEN-106417,Venta orden #106417
19652,20231124,49,1,1,1,1,3.0,89.38,268.13,1538.0,1535.0,ORDEN-176244,Venta orden #176244
19653,20231124,52,1,1,1,1,3.0,109.69,329.08,301.0,298.0,ORDEN-176244,Venta orden #176244
19654,20231124,59,1,1,1,1,1.0,115.75,115.75,1111.0,1110.0,ORDEN-176244,Venta orden #176244
19655,20231124,5,1,1,1,1,4.0,92.08,368.3,496.0,492.0,ORDEN-136550,Venta orden #136550
19656,20231124,7,1,1,1,1,5.0,99.91,499.53,1278.0,1273.0,ORDEN-136550,Venta orden #136550
19657,20231124,52,1,1,1,1,4.0,73.68,294.72,835.0,831.0,ORDEN-136550,Venta orden #136550
19658,20231124,5,1,1,1,1,5.0,103.63,518.13,492.0,487.0,ORDEN-120671,Venta orden #120671
19659,20231124,8,1,1,1,1,2.0,114.38,228.77,787.0,785.0,ORDEN-120671,Venta orden #120671
19660,20231124,36,1,1,1,1,5.0,107.88,539.4,1122.0,1117.0,ORDEN-120671,Venta orden #120671
19661,20231124,40,1,1,1,1,5.0,110.33,551.64,1522.0,1517.0,ORDEN-120671,Venta orden #120671
19662,20231124,63,1,1,1,1,5.0,74.13,370.65,577.0,572.0,ORDEN-120671,Venta orden #120671
19663,20231124,3,1,1,1,1,4.0,95.0,380.02,1108.0,1104.0,ORDEN-9064,Venta orden #9064
19664,20231124,18,1,1,1,1,5.0,91.97,459.87,1264.0,1259.0,ORDEN-9064,Venta orden #9064
19665,20231124,33,1,1,1,1,4.0,102.53,410.14,857.0,853.0,ORDEN-9064,Venta orden #9064
19666,20231124,2,1,1,1,1,2.0,108.71,217.42,671.0,669.0,ORDEN-49536,Venta orden #49536
19667,20231124,24,1,1,1,1,3.0,114.44,343.31,433.0,430.0,ORDEN-49536,Venta orden #49536
19668,20231124,35,1,1,1,1,2.0,71.65,143.29,713.0,711.0,ORDEN-58119,Venta orden #58119
19669,20231124,46,1,1,1,1,3.0,104.21,312.62,1276.0,1273.0,ORDEN-58119,Venta orden #58119
19670,20231124,6,1,1,1,1,5.0,106.76,533.82,1212.0,1207.0,ORDEN-197201,Venta orden #197201
19671,20231124,25,1,1,1,1,4.0,118.15,472.58,301.0,297.0,ORDEN-197201,Venta orden #197201
19672,20231124,33,1,1,1,1,4.0,66.46,265.85,853.0,849.0,ORDEN-197201,Venta orden #197201
19673,20231124,40,1,1,1,1,4.0,86.68,346.7,1433.0,1429.0,ORDEN-197201,Venta orden #197201
19674,20231124,60,1,1,1,1,5.0,87.71,438.54,743.0,738.0,ORDEN-197201,Venta orden #197201
19675,20231124,34,1,1,1,1,3.0,91.45,274.36,1123.0,1120.0,ORDEN-16827,Venta orden #16827
19676,20231124,57,1,1,1,1,3.0,74.93,224.78,292.0,289.0,ORDEN-16827,Venta orden #16827
19677,20231124,7,1,1,1,1,2.0,69.22,138.43,1273.0,1271.0,ORDEN-162968,Venta orden #162968
19678,20231124,45,1,1,1,1,5.0,71.5,357.48,1661.0,1656.0,ORDEN-162968,Venta orden #162968
19679,20231124,61,1,1,1,1,5.0,67.03,335.16,1468.0,1463.0,ORDEN-162968,Venta orden #162968
19680,20231124,11,1,1,1,1,4.0,117.5,469.99,467.0,463.0,ORDEN-88568,Venta orden #88568
19681,20231124,30,1,1,1,1,5.0,98.28,491.4,1640.0,1635.0,ORDEN-88568,Venta orden #88568
19682,20231124,13,1,1,1,1,2.0,93.55,187.09,831.0,829.0,ORDEN-103055,Venta orden #103055
19683,20231124,32,1,1,1,1,5.0,77.72,388.62,468.0,463.0,ORDEN-103055,Venta orden #103055
19684,20231124,43,1,1,1,1,2.0,79.98,159.96,657.0,655.0,ORDEN-103055,Venta orden #103055
19685,20231124,20,1,1,1,1,4.0,107.54,430.18,1145.0,1141.0,ORDEN-197223,Venta orden #197223
19686,20231124,36,1,1,1,1,2.0,116.06,232.12,1117.0,1115.0,ORDEN-197223,Venta orden #197223
19687,20231124,40,1,1,1,1,2.0,103.13,206.27,658.0,656.0,ORDEN-197223,Venta orden #197223
19688,20231124,50,1,1,1,1,4.0,103.8,415.2,776.0,772.0,ORDEN-197223,Venta orden #197223
19689,20231124,58,1,1,1,1,2.0,83.43,166.86,761.0,759.0,ORDEN-197223,Venta orden #197223
19690,20231125,9,1,1,1,1,1.0,82.49,82.49,418.0,417.0,ORDEN-101895,Venta orden #101895
19691,20231125,10,1,1,1,1,2.0,90.41,180.83,351.0,349.0,ORDEN-101895,Venta orden #101895
19692,20231125,39,1,1,1,1,1.0,111.35,111.35,325.0,324.0,ORDEN-101895,Venta orden #101895
19693,20231125,8,1,1,1,1,2.0,99.58,199.16,785.0,783.0,ORDEN-77794,Venta orden #77794
19694,20231125,32,1,1,1,1,3.0,80.71,242.14,1288.0,1285.0,ORDEN-77794,Venta orden #77794
19695,20231125,5,1,1,1,1,5.0,81.03,405.15,365.0,360.0,ORDEN-105807,Venta orden #105807
19696,20231125,29,1,1,1,1,2.0,97.54,195.07,1327.0,1325.0,ORDEN-105807,Venta orden #105807
19697,20231125,34,1,1,1,1,2.0,67.8,135.6,564.0,562.0,ORDEN-105807,Venta orden #105807
19698,20231125,56,1,1,1,1,1.0,114.79,114.79,1711.0,1710.0,ORDEN-105807,Venta orden #105807
19699,20231125,40,1,1,1,1,2.0,102.64,205.27,656.0,654.0,ORDEN-89167,Venta orden #89167
19700,20231125,46,1,1,1,1,1.0,67.87,67.87,1273.0,1272.0,ORDEN-89167,Venta orden #89167
19701,20231125,28,1,1,1,1,1.0,76.51,76.51,644.0,643.0,ORDEN-41912,Venta orden #41912
19702,20231125,53,1,1,1,1,4.0,94.25,376.99,985.0,981.0,ORDEN-41912,Venta orden #41912
19703,20231125,2,1,1,1,1,3.0,79.21,237.64,1506.0,1503.0,ORDEN-122703,Venta orden #122703
19704,20231125,9,1,1,1,1,4.0,96.71,386.83,417.0,413.0,ORDEN-122703,Venta orden #122703
19705,20231125,13,1,1,1,1,5.0,108.79,543.93,829.0,824.0,ORDEN-122703,Venta orden #122703
19706,20231125,24,1,1,1,1,5.0,79.81,399.03,1462.0,1457.0,ORDEN-122703,Venta orden #122703
19707,20231125,63,1,1,1,1,2.0,76.32,152.64,572.0,570.0,ORDEN-122703,Venta orden #122703
19708,20231125,18,1,1,1,1,3.0,100.42,301.25,186.0,183.0,ORDEN-141403,Venta orden #141403
19709,20231125,40,1,1,1,1,2.0,93.59,187.18,1517.0,1515.0,ORDEN-141403,Venta orden #141403
19710,20231125,46,1,1,1,1,5.0,71.29,356.46,1283.0,1278.0,ORDEN-141403,Venta orden #141403
19711,20231125,17,1,1,1,1,4.0,112.79,451.15,775.0,771.0,ORDEN-54947,Venta orden #54947
19712,20231125,28,1,1,1,1,5.0,74.53,372.63,643.0,638.0,ORDEN-54947,Venta orden #54947
19713,20231125,42,1,1,1,1,2.0,88.58,177.16,1037.0,1035.0,ORDEN-54947,Venta orden #54947
19714,20231125,51,1,1,1,1,3.0,72.91,218.72,968.0,965.0,ORDEN-54947,Venta orden #54947
19715,20231125,58,1,1,1,1,5.0,109.85,549.27,736.0,731.0,ORDEN-54947,Venta orden #54947
19716,20231125,25,1,1,1,1,1.0,109.13,109.13,297.0,296.0,ORDEN-146984,Venta orden #146984
19717,20231125,34,1,1,1,1,3.0,109.37,328.12,518.0,515.0,ORDEN-146984,Venta orden #146984
19718,20231125,38,1,1,1,1,5.0,113.34,566.7,693.0,688.0,ORDEN-146984,Venta orden #146984
19719,20231125,44,1,1,1,1,3.0,78.39,235.17,1263.0,1260.0,ORDEN-146984,Venta orden #146984
19720,20231125,52,1,1,1,1,3.0,89.44,268.31,298.0,295.0,ORDEN-146984,Venta orden #146984
19721,20231125,11,1,1,1,1,2.0,98.21,196.42,673.0,671.0,ORDEN-2791,Venta orden #2791
19722,20231125,17,1,1,1,1,1.0,92.78,92.78,1216.0,1215.0,ORDEN-2791,Venta orden #2791
19723,20231125,10,1,1,1,1,5.0,101.3,506.49,349.0,344.0,ORDEN-139011,Venta orden #139011
19724,20231125,25,1,1,1,1,2.0,97.35,194.7,673.0,671.0,ORDEN-139011,Venta orden #139011
19725,20231125,40,1,1,1,1,2.0,68.86,137.71,1515.0,1513.0,ORDEN-139011,Venta orden #139011
19726,20231125,44,1,1,1,1,4.0,117.79,471.14,644.0,640.0,ORDEN-139011,Venta orden #139011
19727,20231125,22,1,1,1,1,2.0,94.9,189.8,1701.0,1699.0,ORDEN-138757,Venta orden #138757
19728,20231125,31,1,1,1,1,2.0,117.05,234.1,1470.0,1468.0,ORDEN-138757,Venta orden #138757
19729,20231125,43,1,1,1,1,3.0,105.8,317.41,437.0,434.0,ORDEN-138757,Venta orden #138757
19730,20231125,51,1,1,1,1,4.0,114.05,456.22,1200.0,1196.0,ORDEN-138757,Venta orden #138757
19731,20231125,59,1,1,1,1,4.0,89.74,358.94,1498.0,1494.0,ORDEN-138757,Venta orden #138757
19732,20231125,40,1,1,1,1,2.0,98.63,197.26,1513.0,1511.0,ORDEN-108369,Venta orden #108369
19733,20231125,49,1,1,1,1,2.0,99.53,199.06,1663.0,1661.0,ORDEN-108369,Venta orden #108369
19734,20231125,7,1,1,1,1,5.0,68.5,342.51,1271.0,1266.0,ORDEN-186890,Venta orden #186890
19735,20231125,22,1,1,1,1,3.0,92.14,276.43,1699.0,1696.0,ORDEN-186890,Venta orden #186890
19736,20231125,33,1,1,1,1,2.0,71.47,142.94,611.0,609.0,ORDEN-186890,Venta orden #186890
19737,20231125,39,1,1,1,1,5.0,109.33,546.66,324.0,319.0,ORDEN-186890,Venta orden #186890
19738,20231125,7,1,1,1,1,4.0,68.8,275.18,938.0,934.0,ORDEN-176958,Venta orden #176958
19739,20231125,13,1,1,1,1,3.0,101.35,304.04,1104.0,1101.0,ORDEN-176958,Venta orden #176958
19740,20231125,20,1,1,1,1,5.0,71.35,356.76,1498.0,1493.0,ORDEN-176958,Venta orden #176958
19741,20231125,27,1,1,1,1,3.0,99.51,298.53,510.0,507.0,ORDEN-176958,Venta orden #176958
19742,20231125,32,1,1,1,1,3.0,100.64,301.91,387.0,384.0,ORDEN-176958,Venta orden #176958
19743,20231125,39,1,1,1,1,5.0,93.9,469.5,1696.0,1691.0,ORDEN-66385,Venta orden #66385
19744,20231125,53,1,1,1,1,5.0,74.74,373.68,675.0,670.0,ORDEN-66385,Venta orden #66385
19745,20231125,61,1,1,1,1,1.0,67.02,67.02,1095.0,1094.0,ORDEN-66385,Venta orden #66385
19746,20231125,18,1,1,1,1,5.0,116.92,584.58,1130.0,1125.0,ORDEN-84238,Venta orden #84238
19747,20231125,29,1,1,1,1,4.0,71.09,284.38,1325.0,1321.0,ORDEN-84238,Venta orden #84238
19748,20231125,37,1,1,1,1,5.0,67.61,338.07,1254.0,1249.0,ORDEN-84238,Venta orden #84238
19749,20231125,54,1,1,1,1,1.0,95.42,95.42,1169.0,1168.0,ORDEN-84238,Venta orden #84238
19750,20231125,55,1,1,1,1,5.0,78.79,393.93,1547.0,1542.0,ORDEN-84238,Venta orden #84238
19751,20231125,7,1,1,1,1,3.0,73.15,219.46,1266.0,1263.0,ORDEN-89926,Venta orden #89926
19752,20231125,27,1,1,1,1,2.0,98.03,196.07,507.0,505.0,ORDEN-89926,Venta orden #89926
19753,20231125,31,1,1,1,1,1.0,107.23,107.23,1147.0,1146.0,ORDEN-89926,Venta orden #89926
19754,20231125,42,1,1,1,1,4.0,86.06,344.23,1299.0,1295.0,ORDEN-89926,Venta orden #89926
19755,20231125,6,1,1,1,1,4.0,99.07,396.29,809.0,805.0,ORDEN-152753,Venta orden #152753
19756,20231125,24,1,1,1,1,4.0,74.81,299.23,1722.0,1718.0,ORDEN-152753,Venta orden #152753
19757,20231125,16,1,1,1,1,2.0,97.67,195.35,637.0,635.0,ORDEN-176261,Venta orden #176261
19758,20231125,42,1,1,1,1,1.0,117.73,117.73,739.0,738.0,ORDEN-176261,Venta orden #176261
19759,20231125,48,1,1,1,1,2.0,94.18,188.36,428.0,426.0,ORDEN-176261,Venta orden #176261
19760,20231125,57,1,1,1,1,5.0,106.2,531.0,815.0,810.0,ORDEN-176261,Venta orden #176261
19761,20231125,58,1,1,1,1,4.0,70.45,281.78,759.0,755.0,ORDEN-176261,Venta orden #176261
19762,20231125,2,1,1,1,1,3.0,114.59,343.76,744.0,741.0,ORDEN-102231,Venta orden #102231
19763,20231125,14,1,1,1,1,5.0,78.47,392.34,1275.0,1270.0,ORDEN-102231,Venta orden #102231
19764,20231125,42,1,1,1,1,5.0,114.59,572.97,1295.0,1290.0,ORDEN-102231,Venta orden #102231
19765,20231125,44,1,1,1,1,5.0,96.67,483.36,1260.0,1255.0,ORDEN-102231,Venta orden #102231
19766,20231125,60,1,1,1,1,1.0,95.23,95.23,1616.0,1615.0,ORDEN-102231,Venta orden #102231
19767,20231125,2,1,1,1,1,4.0,103.67,414.7,669.0,665.0,ORDEN-53704,Venta orden #53704
19768,20231125,8,1,1,1,1,4.0,111.28,445.1,484.0,480.0,ORDEN-53704,Venta orden #53704
19769,20231125,27,1,1,1,1,1.0,83.9,83.9,1387.0,1386.0,ORDEN-53704,Venta orden #53704
19770,20231125,30,1,1,1,1,2.0,111.68,223.37,1635.0,1633.0,ORDEN-53704,Venta orden #53704
19771,20231125,53,1,1,1,1,1.0,67.97,67.97,670.0,669.0,ORDEN-53704,Venta orden #53704
19772,20231125,4,1,1,1,1,3.0,76.97,230.9,1377.0,1374.0,ORDEN-118578,Venta orden #118578
19773,20231125,26,1,1,1,1,4.0,83.84,335.35,449.0,445.0,ORDEN-118578,Venta orden #118578
19774,20231125,53,1,1,1,1,5.0,88.99,444.93,669.0,664.0,ORDEN-118578,Venta orden #118578
19775,20231125,20,1,1,1,1,4.0,100.69,402.77,1493.0,1489.0,ORDEN-168886,Venta orden #168886
19776,20231125,46,1,1,1,1,5.0,66.0,330.0,1272.0,1267.0,ORDEN-168886,Venta orden #168886
19777,20231125,2,1,1,1,1,5.0,113.75,568.77,741.0,736.0,ORDEN-53181,Venta orden #53181
19778,20231125,3,1,1,1,1,5.0,116.99,584.97,403.0,398.0,ORDEN-53181,Venta orden #53181
19779,20231125,7,1,1,1,1,3.0,87.49,262.46,477.0,474.0,ORDEN-53181,Venta orden #53181
19780,20231125,60,1,1,1,1,5.0,74.6,373.02,738.0,733.0,ORDEN-53181,Venta orden #53181
19781,20231125,9,1,1,1,1,3.0,113.35,340.04,1282.0,1279.0,ORDEN-82003,Venta orden #82003
19782,20231125,15,1,1,1,1,2.0,103.99,207.98,1038.0,1036.0,ORDEN-82003,Venta orden #82003
19783,20231125,49,1,1,1,1,2.0,98.12,196.24,1607.0,1605.0,ORDEN-82003,Venta orden #82003
19784,20231125,56,1,1,1,1,5.0,81.9,409.5,1710.0,1705.0,ORDEN-82003,Venta orden #82003
19785,20231125,2,1,1,1,1,1.0,69.49,69.49,665.0,664.0,ORDEN-157289,Venta orden #157289
19786,20231125,6,1,1,1,1,1.0,89.7,89.7,1207.0,1206.0,ORDEN-157289,Venta orden #157289
19787,20231125,20,1,1,1,1,1.0,97.83,97.83,1141.0,1140.0,ORDEN-157289,Venta orden #157289
19788,20231125,4,1,1,1,1,3.0,97.03,291.08,1374.0,1371.0,ORDEN-133356,Venta orden #133356
19789,20231125,25,1,1,1,1,3.0,66.4,199.21,671.0,668.0,ORDEN-133356,Venta orden #133356
19790,20231125,30,1,1,1,1,5.0,97.94,489.72,364.0,359.0,ORDEN-133356,Venta orden #133356
19791,20231125,55,1,1,1,1,2.0,111.02,222.05,297.0,295.0,ORDEN-133356,Venta orden #133356
19792,20231125,10,1,1,1,1,1.0,114.2,114.2,1082.0,1081.0,ORDEN-19744,Venta orden #19744
19793,20231125,41,1,1,1,1,3.0,68.86,206.59,1356.0,1353.0,ORDEN-19744,Venta orden #19744
19794,20231125,45,1,1,1,1,1.0,110.99,110.99,893.0,892.0,ORDEN-19744,Venta orden #19744
19795,20231125,24,1,1,1,1,2.0,72.86,145.73,430.0,428.0,ORDEN-32406,Venta orden #32406
19796,20231125,38,1,1,1,1,3.0,73.9,221.71,933.0,930.0,ORDEN-32406,Venta orden #32406
19797,20231125,32,1,1,1,1,3.0,109.47,328.41,1285.0,1282.0,ORDEN-8434,Venta orden #8434
19798,20231125,49,1,1,1,1,2.0,68.08,136.15,1661.0,1659.0,ORDEN-8434,Venta orden #8434
19799,20231125,50,1,1,1,1,2.0,102.95,205.91,461.0,459.0,ORDEN-8434,Venta orden #8434
19800,20231125,55,1,1,1,1,1.0,105.78,105.78,1542.0,1541.0,ORDEN-8434,Venta orden #8434
19801,20231125,4,1,1,1,1,4.0,112.72,450.86,793.0,789.0,ORDEN-138667,Venta orden #138667
19802,20231125,16,1,1,1,1,1.0,96.94,96.94,363.0,362.0,ORDEN-138667,Venta orden #138667
19803,20231125,64,1,1,1,1,1.0,82.82,82.82,860.0,859.0,ORDEN-138667,Venta orden #138667
19804,20231125,8,1,1,1,1,1.0,80.47,80.47,746.0,745.0,ORDEN-69104,Venta orden #69104
19805,20231125,16,1,1,1,1,2.0,111.09,222.18,362.0,360.0,ORDEN-69104,Venta orden #69104
19806,20231125,40,1,1,1,1,5.0,111.08,555.39,654.0,649.0,ORDEN-69104,Venta orden #69104
19807,20231125,14,1,1,1,1,3.0,111.16,333.49,1514.0,1511.0,ORDEN-162614,Venta orden #162614
19808,20231125,37,1,1,1,1,4.0,81.06,324.24,251.0,247.0,ORDEN-162614,Venta orden #162614
19809,20231125,20,1,1,1,1,5.0,108.0,540.0,1140.0,1135.0,ORDEN-20437,Venta orden #20437
19810,20231125,21,1,1,1,1,4.0,79.21,316.85,987.0,983.0,ORDEN-20437,Venta orden #20437
19811,20231125,23,1,1,1,1,4.0,76.34,305.38,1599.0,1595.0,ORDEN-20437,Venta orden #20437
19812,20231125,28,1,1,1,1,1.0,69.52,69.52,311.0,310.0,ORDEN-20437,Venta orden #20437
19813,20231125,56,1,1,1,1,1.0,78.52,78.52,1623.0,1622.0,ORDEN-20437,Venta orden #20437
19814,20231125,2,1,1,1,1,1.0,108.21,108.21,1503.0,1502.0,ORDEN-13424,Venta orden #13424
19815,20231125,4,1,1,1,1,1.0,105.27,105.27,789.0,788.0,ORDEN-13424,Venta orden #13424
19816,20231125,34,1,1,1,1,3.0,86.13,258.39,515.0,512.0,ORDEN-13424,Venta orden #13424
19817,20231125,22,1,1,1,1,1.0,86.48,86.48,1696.0,1695.0,ORDEN-150751,Venta orden #150751
19818,20231125,27,1,1,1,1,3.0,108.16,324.47,1058.0,1055.0,ORDEN-150751,Venta orden #150751
19819,20231125,47,1,1,1,1,1.0,97.19,97.19,1613.0,1612.0,ORDEN-150751,Venta orden #150751
19820,20231125,51,1,1,1,1,4.0,76.16,304.66,1196.0,1192.0,ORDEN-150751,Venta orden #150751
19821,20231125,64,1,1,1,1,4.0,85.51,342.05,171.0,167.0,ORDEN-150751,Venta orden #150751
19822,20231125,38,1,1,1,1,3.0,104.29,312.86,930.0,927.0,ORDEN-174321,Venta orden #174321
19823,20231125,44,1,1,1,1,2.0,104.15,208.31,1255.0,1253.0,ORDEN-174321,Venta orden #174321
19824,20231125,36,1,1,1,1,4.0,117.01,468.05,1699.0,1695.0,ORDEN-34393,Venta orden #34393
19825,20231125,46,1,1,1,1,5.0,79.56,397.8,1278.0,1273.0,ORDEN-34393,Venta orden #34393
19826,20231125,50,1,1,1,1,4.0,75.8,303.22,459.0,455.0,ORDEN-34393,Venta orden #34393
19827,20231125,60,1,1,1,1,3.0,113.74,341.23,733.0,730.0,ORDEN-34393,Venta orden #34393
19828,20231125,10,1,1,1,1,5.0,109.5,547.5,1081.0,1076.0,ORDEN-154130,Venta orden #154130
19829,20231125,29,1,1,1,1,3.0,119.86,359.57,1232.0,1229.0,ORDEN-154130,Venta orden #154130
19830,20231125,42,1,1,1,1,3.0,79.73,239.2,1035.0,1032.0,ORDEN-154130,Venta orden #154130
19831,20231125,47,1,1,1,1,3.0,87.23,261.7,1612.0,1609.0,ORDEN-154130,Venta orden #154130
19832,20231125,63,1,1,1,1,2.0,115.94,231.89,251.0,249.0,ORDEN-154130,Venta orden #154130
19833,20231125,11,1,1,1,1,5.0,91.4,457.02,671.0,666.0,ORDEN-108238,Venta orden #108238
19834,20231125,52,1,1,1,1,4.0,98.79,395.16,295.0,291.0,ORDEN-108238,Venta orden #108238
19835,20231125,58,1,1,1,1,4.0,76.33,305.33,731.0,727.0,ORDEN-108238,Venta orden #108238
19836,20231125,8,1,1,1,1,2.0,117.26,234.52,745.0,743.0,ORDEN-122401,Venta orden #122401
19837,20231125,10,1,1,1,1,4.0,83.6,334.39,1076.0,1072.0,ORDEN-122401,Venta orden #122401
19838,20231125,18,1,1,1,1,3.0,90.73,272.2,183.0,180.0,ORDEN-122401,Venta orden #122401
19839,20231125,52,1,1,1,1,5.0,107.92,539.61,224.0,219.0,ORDEN-122401,Venta orden #122401
19840,20231125,54,1,1,1,1,4.0,114.95,459.79,353.0,349.0,ORDEN-122401,Venta orden #122401
19841,20231125,24,1,1,1,1,5.0,118.14,590.7,428.0,423.0,ORDEN-12059,Venta orden #12059
19842,20231125,43,1,1,1,1,2.0,114.02,228.05,434.0,432.0,ORDEN-12059,Venta orden #12059
19843,20231125,52,1,1,1,1,3.0,87.8,263.41,831.0,828.0,ORDEN-12059,Venta orden #12059
19844,20231125,55,1,1,1,1,3.0,88.31,264.94,295.0,292.0,ORDEN-12059,Venta orden #12059
19845,20231125,9,1,1,1,1,2.0,79.33,158.66,1395.0,1393.0,ORDEN-98898,Venta orden #98898
19846,20231125,31,1,1,1,1,4.0,100.67,402.67,1146.0,1142.0,ORDEN-98898,Venta orden #98898
19847,20231125,32,1,1,1,1,5.0,95.14,475.71,384.0,379.0,ORDEN-98898,Venta orden #98898
19848,20231125,2,1,1,1,1,1.0,116.32,116.32,664.0,663.0,ORDEN-30922,Venta orden #30922
19849,20231125,8,1,1,1,1,3.0,83.83,251.5,743.0,740.0,ORDEN-30922,Venta orden #30922
19850,20231125,34,1,1,1,1,5.0,109.08,545.4,1120.0,1115.0,ORDEN-30922,Venta orden #30922
19851,20231125,35,1,1,1,1,5.0,94.34,471.72,711.0,706.0,ORDEN-30922,Venta orden #30922
19852,20231125,37,1,1,1,1,2.0,80.02,160.04,247.0,245.0,ORDEN-30922,Venta orden #30922
19853,20231125,34,1,1,1,1,5.0,108.39,541.95,1115.0,1110.0,ORDEN-176394,Venta orden #176394
19854,20231125,41,1,1,1,1,2.0,74.96,149.93,1353.0,1351.0,ORDEN-176394,Venta orden #176394
19855,20231125,55,1,1,1,1,3.0,84.84,254.52,292.0,289.0,ORDEN-176394,Venta orden #176394
19856,20231125,3,1,1,1,1,3.0,110.78,332.33,434.0,431.0,ORDEN-60606,Venta orden #60606
19857,20231125,32,1,1,1,1,2.0,83.82,167.64,379.0,377.0,ORDEN-60606,Venta orden #60606
19858,20231125,34,1,1,1,1,3.0,105.88,317.65,1110.0,1107.0,ORDEN-60606,Venta orden #60606
19859,20231125,36,1,1,1,1,4.0,91.55,366.22,1695.0,1691.0,ORDEN-60606,Venta orden #60606
19860,20231125,55,1,1,1,1,4.0,77.54,310.15,211.0,207.0,ORDEN-60606,Venta orden #60606
19861,20231125,1,1,1,1,1,2.0,94.36,188.71,1229.0,1227.0,ORDEN-113120,Venta orden #113120
19862,20231125,28,1,1,1,1,3.0,113.57,340.7,310.0,307.0,ORDEN-113120,Venta orden #113120
19863,20231125,39,1,1,1,1,3.0,71.99,215.96,1691.0,1688.0,ORDEN-113120,Venta orden #113120
19864,20231125,44,1,1,1,1,3.0,83.27,249.82,1253.0,1250.0,ORDEN-113120,Venta orden #113120
19865,20231125,62,1,1,1,1,2.0,79.03,158.06,387.0,385.0,ORDEN-113120,Venta orden #113120
19866,20231125,4,1,1,1,1,3.0,109.94,329.81,1283.0,1280.0,ORDEN-26439,Venta orden #26439
