venta_id,fecha_id,cliente_id,producto_id,orden_id,usuario_id,almacen_id,impuesto_id,cantidad,precio_unitario,subtotal,descuento,impuesto,envio,total,costo_unitario,costo_total,margen,created_at
27091,20250614,1,7,28944,1,1,1,2.0,27.99,55.99,0.0,7.28,0.0,63.27,16.8,33.59,22.4,2026-01-06 04:57:43.082130
27092,20250614,1,18,28944,1,1,1,1.0,40.23,40.23,0.0,5.23,0.0,45.46,24.14,24.14,16.09,2026-01-06 04:57:43.082130
27093,20251113,1,58,8187,1,1,1,1.0,34.14,34.14,0.0,4.44,0.0,38.58,20.48,20.48,13.66,2026-01-06 04:57:43.082130
27094,20251113,1,30,8187,1,1,1,1.0,34.84,34.84,0.0,4.53,0.0,39.37,20.9,20.9,13.94,2026-01-06 04:57:43.082130
27095,20251113,1,14,8187,1,1,1,1.0,41.07,41.07,0.0,5.34,0.0,46.41,24.64,24.64,16.43,2026-01-06 04:57:43.082130
27096,20251113,1,33,8187,1,1,1,1.0,24.76,24.76,0.0,3.22,0.0,27.98,14.86,14.86,9.9,2026-01-06 04:57:43.082130
27097,20251113,1,5,28687,1,1,1,1.0,40.78,40.78,0.0,5.3,0.0,46.08,24.47,24.47,16.31,2026-01-06 04:57:43.082130
27098,20251113,1,39,28687,1,1,1,1.0,30.36,30.36,0.0,3.95,0.0,34.31,18.22,18.22,12.15,2026-01-06 04:57:43.082130
27099,20230101,1,26,28979,1,1,1,1.0,42.44,42.44,0.0,5.52,0.0,47.95,25.46,25.46,16.97,2026-01-06 04:57:43.082130
27100,20230308,1,14,20708,1,1,1,1.0,41.67,41.67,0.0,5.42,0.0,47.09,25.0,25.0,16.67,2026-01-06 04:57:43.082130
27101,20230621,1,43,20472,1,1,1,2.0,40.92,81.83,0.0,10.64,0.0,92.47,24.55,49.1,32.73,2026-01-06 04:57:43.082130
27102,20230621,1,51,20472,1,1,1,1.0,38.17,38.17,0.0,4.96,0.0,43.13,22.9,22.9,15.27,2026-01-06 04:57:43.082130
27103,20230621,1,52,20472,1,1,1,1.0,39.02,39.02,0.0,5.07,0.0,44.09,23.41,23.41,15.61,2026-01-06 04:57:43.082130
27104,20230621,1,33,28373,1,1,1,1.0,25.34,25.34,0.0,3.29,0.0,28.63,15.2,15.2,10.14,2026-01-06 04:57:43.082130
27105,20231108,1,39,41066,1,1,1,1.0,32.75,32.75,0.0,4.26,0.0,37.01,19.65,19.65,13.1,2026-01-06 04:57:43.082130
27106,20240105,1,43,34887,1,1,1,1.0,36.13,36.13,0.0,4.7,0.0,40.82,21.68,21.68,14.45,2026-01-06 04:57:43.082130
27107,20240207,1,36,34866,1,1,1,1.0,15.09,15.09,0.0,1.96,0.0,17.05,9.05,9.05,6.04,2026-01-06 04:57:43.082130
27108,20241010,1,64,28968,1,1,1,1.0,25.93,25.93,0.0,3.37,0.0,29.3,15.56,15.56,10.37,2026-01-06 04:57:43.082130
27109,20241014,1,57,28981,1,1,1,1.0,26.04,26.04,0.0,3.39,0.0,29.43,15.63,15.63,10.42,2026-01-06 04:57:43.082130
27110,20241214,1,7,28973,1,1,1,1.0,27.65,27.65,0.0,3.6,0.0,31.25,16.59,16.59,11.06,2026-01-06 04:57:43.082130
27111,20241225,1,4,28980,1,1,1,1.0,37.76,37.76,0.0,4.91,0.0,42.66,22.65,22.65,15.1,2026-01-06 04:57:43.082130
27112,20250623,1,48,28965,1,1,1,1.0,33.58,33.58,0.0,4.37,0.0,37.94,20.15,20.15,13.43,2026-01-06 04:57:43.082130
27113,20250925,1,42,4595,1,1,1,1.0,22.88,22.88,0.0,2.97,0.0,25.85,13.73,13.73,9.15,2026-01-06 04:57:43.082130
27114,20250925,1,53,20921,1,1,1,1.0,46.25,46.25,0.0,6.01,0.0,52.26,27.75,27.75,18.5,2026-01-06 04:57:43.082130
27115,20250925,1,9,6,1,1,1,1.0,21.61,21.61,0.0,2.81,0.0,24.42,12.97,12.97,8.64,2026-01-06 04:57:43.082130
27116,20250925,1,29,26045,1,1,1,1.0,31.95,31.95,0.0,4.15,0.0,36.11,19.17,19.17,12.78,2026-01-06 04:57:43.082130
27117,20250925,1,10,26045,1,1,1,1.0,41.77,41.77,0.0,5.43,0.0,47.2,25.06,25.06,16.71,2026-01-06 04:57:43.082130
27118,20250925,1,50,26045,1,1,1,1.0,49.56,49.56,0.0,6.44,0.0,56.01,29.74,29.74,19.83,2026-01-06 04:57:43.082130
27119,20250926,1,31,7442,1,1,1,1.0,23.77,23.77,0.0,3.09,0.0,26.86,14.26,14.26,9.51,2026-01-06 04:57:43.082130
27120,20230308,1,22,20708,1,1,1,1.0,41.1,41.1,0.0,5.34,0.0,46.44,24.66,24.66,16.44,2026-01-06 04:57:43.082130
27121,20251113,1,57,28687,1,1,1,1.0,24.85,24.85,0.0,3.23,0.0,28.08,14.91,14.91,9.94,2026-01-06 04:57:43.082130
27122,20230308,1,52,1724,1,1,1,1.0,37.65,37.65,0.0,4.89,0.0,42.55,22.59,22.59,15.06,2026-01-06 04:57:43.082130
27123,20230621,1,43,26902,1,1,1,1.0,37.32,37.32,0.0,4.85,0.0,42.17,22.39,22.39,14.93,2026-01-06 04:57:43.082130
27124,20231104,1,31,28988,1,1,1,1.0,24.43,24.43,0.0,3.18,0.0,27.6,14.66,14.66,9.77,2026-01-06 04:57:43.082130
27125,20231109,1,17,33966,1,1,1,1.0,36.75,36.75,0.0,4.78,0.0,41.53,22.05,22.05,14.7,2026-01-06 04:57:43.082130
27126,20231109,1,12,14650,1,1,1,1.0,21.66,21.66,0.0,2.82,0.0,24.48,13.0,13.0,8.67,2026-01-06 04:57:43.082130
27127,20231109,1,63,14650,1,1,1,1.0,27.81,27.81,0.0,3.62,0.0,31.43,16.69,16.69,11.13,2026-01-06 04:57:43.082130
27128,20231109,1,33,14650,1,1,1,1.0,24.5,24.5,0.0,3.18,0.0,27.68,14.7,14.7,9.8,2026-01-06 04:57:43.082130
27129,20231109,1,10,14650,1,1,1,1.0,40.62,40.62,0.0,5.28,0.0,45.9,24.37,24.37,16.25,2026-01-06 04:57:43.082130
27130,20231109,1,54,6209,1,1,1,1.0,39.52,39.52,0.0,5.14,0.0,44.65,23.71,23.71,15.81,2026-01-06 04:57:43.082130
27131,20240607,1,6,34880,1,1,1,1.0,40.93,40.93,0.0,5.32,0.0,46.25,24.56,24.56,16.37,2026-01-06 04:57:43.082130
27132,20240608,1,39,28983,1,1,1,1.0,29.5,29.5,0.0,3.84,0.0,33.34,17.7,17.7,11.8,2026-01-06 04:57:43.082130
27133,20240816,1,16,34855,1,1,1,1.0,35.4,35.4,0.0,4.6,0.0,40.0,21.24,21.24,14.16,2026-01-06 04:57:43.082130
27134,20241014,1,36,29000,1,1,1,1.0,16.88,16.88,0.0,2.19,0.0,19.07,10.13,10.13,6.75,2026-01-06 04:57:43.082130
27135,20241206,1,62,28078,1,1,1,1.0,46.97,46.97,0.0,6.11,0.0,53.07,28.18,28.18,18.79,2026-01-06 04:57:43.082130
27136,20241206,1,11,10148,1,1,1,1.0,30.16,30.16,0.0,3.92,0.0,34.09,18.1,18.1,12.07,2026-01-06 04:57:43.082130
27137,20250201,1,46,28991,1,1,1,1.0,42.97,42.97,0.0,5.59,0.0,48.56,25.78,25.78,17.19,2026-01-06 04:57:43.082130
27138,20250201,1,20,28991,1,1,1,1.0,30.55,30.55,0.0,3.97,0.0,34.52,18.33,18.33,12.22,2026-01-06 04:57:43.082130
27139,20250314,1,59,28989,1,1,1,1.0,36.22,36.22,0.0,4.71,0.0,40.93,21.73,21.73,14.49,2026-01-06 04:57:43.082130
27140,20250831,1,20,34870,1,1,1,1.0,27.92,27.92,0.0,3.63,0.0,31.55,16.75,16.75,11.17,2026-01-06 04:57:43.082130
27141,20230621,1,21,22323,1,1,1,1.0,27.93,27.93,0.0,3.63,0.0,31.56,16.76,16.76,11.17,2026-01-06 04:57:43.082130
27142,20230621,1,43,22323,1,1,1,1.0,37.56,37.56,0.0,4.88,0.0,42.44,22.54,22.54,15.02,2026-01-06 04:57:43.082130
27143,20230621,1,42,13454,1,1,1,2.0,21.77,43.54,0.0,5.66,0.0,49.2,13.06,26.12,17.41,2026-01-06 04:57:43.082130
27144,20230621,1,14,13454,1,1,1,1.0,39.06,39.06,0.0,5.08,0.0,44.13,23.43,23.43,15.62,2026-01-06 04:57:43.082130
27145,20230621,1,19,13454,1,1,1,1.0,41.31,41.31,0.0,5.37,0.0,46.68,24.79,24.79,16.53,2026-01-06 04:57:43.082130
27146,20230622,1,38,34014,1,1,1,1.0,32.12,32.12,0.0,4.18,0.0,36.3,19.27,19.27,12.85,2026-01-06 04:57:43.082130
27147,20230622,1,56,16841,1,1,1,1.0,49.03,49.03,0.0,6.37,0.0,55.4,29.42,29.42,19.61,2026-01-06 04:57:43.082130
27148,20231109,1,12,29322,1,1,1,1.0,21.47,21.47,0.0,2.79,0.0,24.27,12.88,12.88,8.59,2026-01-06 04:57:43.082130
27149,20231109,1,43,29322,1,1,1,1.0,35.19,35.19,0.0,4.57,0.0,39.76,21.11,21.11,14.08,2026-01-06 04:57:43.082130
27150,20231109,1,42,38293,1,1,1,1.0,23.87,23.87,0.0,3.1,0.0,26.98,14.32,14.32,9.55,2026-01-06 04:57:43.082130
27151,20241005,1,4,34863,1,1,1,1.0,41.0,41.0,0.0,5.33,0.0,46.33,24.6,24.6,16.4,2026-01-06 04:57:43.082130
27152,20241007,1,19,34884,1,1,1,1.0,42.35,42.35,0.0,5.51,0.0,47.86,25.41,25.41,16.94,2026-01-06 04:57:43.082130
27153,20241007,1,52,34884,1,1,1,1.0,37.91,37.91,0.0,4.93,0.0,42.84,22.74,22.74,15.16,2026-01-06 04:57:43.082130
27154,20241206,1,38,12926,1,1,1,2.0,34.23,68.46,0.0,8.9,0.0,77.36,20.54,41.08,27.38,2026-01-06 04:57:43.082130
27155,20241206,1,11,15283,1,1,1,1.0,33.22,33.22,0.0,4.32,0.0,37.54,19.93,19.93,13.29,2026-01-06 04:57:43.082130
27156,20241206,1,41,15283,1,1,1,1.0,36.43,36.43,0.0,4.74,0.0,41.17,21.86,21.86,14.57,2026-01-06 04:57:43.082130
27157,20241206,1,8,15283,1,1,1,1.0,31.58,31.58,0.0,4.11,0.0,35.69,18.95,18.95,12.63,2026-01-06 04:57:43.082130
27158,20241206,1,5,15283,1,1,1,1.0,35.97,35.97,0.0,4.68,0.0,40.65,21.58,21.58,14.39,2026-01-06 04:57:43.082130
27159,20241206,1,61,1272,1,1,1,2.0,44.34,88.68,0.0,11.53,0.0,100.21,26.6,53.21,35.47,2026-01-06 04:57:43.082130
27160,20241206,1,60,1272,1,1,1,1.0,52.93,52.93,0.0,6.88,0.0,59.81,31.76,31.76,21.17,2026-01-06 04:57:43.082130
27161,20250515,1,32,29006,1,1,1,1.0,38.23,38.23,0.0,4.97,0.0,43.2,22.94,22.94,15.29,2026-01-06 04:57:43.082130
27162,20250926,1,27,3965,1,1,1,1.0,33.19,33.19,0.0,4.31,0.0,37.5,19.91,19.91,13.28,2026-01-06 04:57:43.082130
27163,20230622,1,55,37299,1,1,1,1.0,36.69,36.69,0.0,4.77,0.0,41.46,22.02,22.02,14.68,2026-01-06 04:57:43.082130
27164,20251113,1,34,17309,1,1,1,1.0,33.45,33.45,0.0,4.35,0.0,37.8,20.07,20.07,13.38,2026-01-06 04:57:43.082130
27165,20251113,1,50,34921,1,1,1,1.0,47.35,47.35,0.0,6.16,0.0,53.5,28.41,28.41,18.94,2026-01-06 04:57:43.082130
27166,20251113,1,36,30224,1,1,1,1.0,15.12,15.12,0.0,1.97,0.0,17.08,9.07,9.07,6.05,2026-01-06 04:57:43.082130
27167,20251113,1,37,2139,1,1,1,1.0,33.21,33.21,0.0,4.32,0.0,37.53,19.93,19.93,13.29,2026-01-06 04:57:43.082130
27168,20230622,1,37,38348,1,1,1,1.0,31.36,31.36,0.0,4.08,0.0,35.44,18.82,18.82,12.55,2026-01-06 04:57:43.082130
27169,20231109,1,11,16704,1,1,1,2.0,32.58,65.16,0.0,8.47,0.0,73.63,19.55,39.1,26.06,2026-01-06 04:57:43.082130
27170,20231109,1,62,16704,1,1,1,1.0,51.11,51.11,0.0,6.64,0.0,57.75,30.67,30.67,20.44,2026-01-06 04:57:43.082130
27171,20231109,1,18,16704,1,1,1,1.0,36.11,36.11,0.0,4.69,0.0,40.81,21.67,21.67,14.45,2026-01-06 04:57:43.082130
27172,20231109,1,63,32660,1,1,1,1.0,27.85,27.85,0.0,3.62,0.0,31.47,16.71,16.71,11.14,2026-01-06 04:57:43.082130
27173,20231109,1,23,36604,1,1,1,1.0,38.55,38.55,0.0,5.01,0.0,43.56,23.13,23.13,15.42,2026-01-06 04:57:43.082130
27174,20231215,1,49,34875,1,1,1,1.0,29.42,29.42,0.0,3.82,0.0,33.25,17.65,17.65,11.77,2026-01-06 04:57:43.082130
27175,20240618,1,34,7603,1,1,1,1.0,35.14,35.14,0.0,4.57,0.0,39.7,21.08,21.08,14.05,2026-01-06 04:57:43.082130
27176,20241207,1,51,3727,1,1,1,1.0,37.26,37.26,0.0,4.84,0.0,42.11,22.36,22.36,14.91,2026-01-06 04:57:43.082130
27177,20241207,1,55,39853,1,1,1,2.0,33.66,67.33,0.0,8.75,0.0,76.08,20.2,40.4,26.93,2026-01-06 04:57:43.082130
27178,20250127,1,10,29218,1,1,1,1.0,41.59,41.59,0.0,5.41,0.0,47.0,24.95,24.95,16.64,2026-01-06 04:57:43.082130
27179,20250201,1,10,29206,1,1,1,1.0,39.18,39.18,0.0,5.09,0.0,44.28,23.51,23.51,15.67,2026-01-06 04:57:43.082130
27180,20250201,1,47,29206,1,1,1,1.0,36.04,36.04,0.0,4.69,0.0,40.73,21.62,21.62,14.42,2026-01-06 04:57:43.082130
27181,20250201,1,17,29206,1,1,1,1.0,35.65,35.65,0.0,4.63,0.0,40.29,21.39,21.39,14.26,2026-01-06 04:57:43.082130
27182,20250201,1,29,29206,1,1,1,1.0,32.26,32.26,0.0,4.19,0.0,36.45,19.36,19.36,12.9,2026-01-06 04:57:43.082130
27183,20250612,1,56,29207,1,1,1,1.0,49.55,49.55,0.0,6.44,0.0,55.99,29.73,29.73,19.82,2026-01-06 04:57:43.082130
27184,20250618,1,2,29224,1,1,1,1.0,36.41,36.41,0.0,4.73,0.0,41.14,21.85,21.85,14.56,2026-01-06 04:57:43.082130
27185,20250808,1,45,29222,1,1,1,1.0,23.05,23.05,0.0,3.0,0.0,26.05,13.83,13.83,9.22,2026-01-06 04:57:43.082130
27186,20250808,1,48,29222,1,1,1,1.0,37.53,37.53,0.0,4.88,0.0,42.41,22.52,22.52,15.01,2026-01-06 04:57:43.082130
27187,20250808,1,3,29222,1,1,1,1.0,32.74,32.74,0.0,4.26,0.0,36.99,19.64,19.64,13.1,2026-01-06 04:57:43.082130
27188,20250817,1,40,29220,1,1,1,1.0,36.99,36.99,0.0,4.81,0.0,41.8,22.19,22.19,14.8,2026-01-06 04:57:43.082130
27189,20230622,1,46,13725,1,1,1,1.0,41.39,41.39,0.0,5.38,0.0,46.77,24.84,24.84,16.56,2026-01-06 04:57:43.082130
27190,20230622,1,7,13725,1,1,1,1.0,26.61,26.61,0.0,3.46,0.0,30.07,15.97,15.97,10.65,2026-01-06 04:57:43.082130
27191,20230622,1,22,13725,1,1,1,1.0,41.15,41.15,0.0,5.35,0.0,46.5,24.69,24.69,16.46,2026-01-06 04:57:43.082130
27192,20230622,1,30,13725,1,1,1,1.0,34.35,34.35,0.0,4.47,0.0,38.81,20.61,20.61,13.74,2026-01-06 04:57:43.082130
27193,20230622,1,5,11038,1,1,1,1.0,39.2,39.2,0.0,5.1,0.0,44.3,23.52,23.52,15.68,2026-01-06 04:57:43.082130
27194,20231102,1,24,34905,1,1,1,1.0,45.31,45.31,0.0,5.89,0.0,51.2,27.18,27.18,18.12,2026-01-06 04:57:43.082130
27195,20231109,1,33,36604,1,1,1,1.0,23.93,23.93,0.0,3.11,0.0,27.04,14.36,14.36,9.57,2026-01-06 04:57:43.082130
27196,20231109,1,17,41362,1,1,1,1.0,33.5,33.5,0.0,4.35,0.0,37.85,20.1,20.1,13.4,2026-01-06 04:57:43.082130
27197,20231109,1,62,37451,1,1,1,1.0,45.39,45.39,0.0,5.9,0.0,51.29,27.23,27.23,18.16,2026-01-06 04:57:43.082130
27198,20231109,1,51,37451,1,1,1,1.0,39.09,39.09,0.0,5.08,0.0,44.18,23.46,23.46,15.64,2026-01-06 04:57:43.082130
27199,20231109,1,18,24093,1,1,1,1.0,36.09,36.09,0.0,4.69,0.0,40.78,21.65,21.65,14.44,2026-01-06 04:57:43.082130
27200,20231109,1,20,1282,1,1,1,1.0,31.72,31.72,0.0,4.12,0.0,35.85,19.03,19.03,12.69,2026-01-06 04:57:43.082130
27201,20231109,1,62,1282,1,1,1,1.0,47.47,47.47,0.0,6.17,0.0,53.64,28.48,28.48,18.99,2026-01-06 04:57:43.082130
27202,20240618,1,19,33981,1,1,1,1.0,40.27,40.27,0.0,5.24,0.0,45.5,24.16,24.16,16.11,2026-01-06 04:57:43.082130
27203,20240618,1,37,33981,1,1,1,1.0,35.06,35.06,0.0,4.56,0.0,39.61,21.03,21.03,14.02,2026-01-06 04:57:43.082130
27204,20240618,1,34,24721,1,1,1,1.0,35.32,35.32,0.0,4.59,0.0,39.91,21.19,21.19,14.13,2026-01-06 04:57:43.082130
27205,20241220,1,22,29236,1,1,1,1.0,39.19,39.19,0.0,5.1,0.0,44.29,23.52,23.52,15.68,2026-01-06 04:57:43.082130
27206,20250106,1,52,34910,1,1,1,1.0,36.65,36.65,0.0,4.76,0.0,41.41,21.99,21.99,14.66,2026-01-06 04:57:43.082130
27207,20250106,1,50,34910,1,1,1,1.0,49.42,49.42,0.0,6.42,0.0,55.84,29.65,29.65,19.77,2026-01-06 04:57:43.082130
27208,20250123,1,12,34909,1,1,1,1.0,20.45,20.45,0.0,2.66,0.0,23.11,12.27,12.27,8.18,2026-01-06 04:57:43.082130
27209,20250227,1,56,29227,1,1,1,1.0,49.6,49.6,0.0,6.45,0.0,56.04,29.76,29.76,19.84,2026-01-06 04:57:43.082130
27210,20250227,1,16,29227,1,1,1,1.0,35.36,35.36,0.0,4.6,0.0,39.96,21.22,21.22,14.15,2026-01-06 04:57:43.082130
27211,20250618,1,13,29224,1,1,1,1.0,29.91,29.91,0.0,3.89,0.0,33.8,17.95,17.95,11.96,2026-01-06 04:57:43.082130
27212,20250926,1,42,3965,1,1,1,1.0,22.18,22.18,0.0,2.88,0.0,25.06,13.31,13.31,8.87,2026-01-06 04:57:43.082130
27213,20250926,1,8,3965,1,1,1,2.0,29.33,58.66,0.0,7.63,0.0,66.29,17.6,35.2,23.46,2026-01-06 04:57:43.082130
27214,20250926,1,23,3965,1,1,1,1.0,41.65,41.65,0.0,5.41,0.0,47.06,24.99,24.99,16.66,2026-01-06 04:57:43.082130
27215,20250926,1,16,3965,1,1,1,1.0,35.24,35.24,0.0,4.58,0.0,39.82,21.14,21.14,14.1,2026-01-06 04:57:43.082130
27216,20250926,1,40,21724,1,1,1,1.0,40.36,40.36,0.0,5.25,0.0,45.6,24.21,24.21,16.14,2026-01-06 04:57:43.082130
27217,20250926,1,42,21724,1,1,1,1.0,21.34,21.34,0.0,2.77,0.0,24.12,12.81,12.81,8.54,2026-01-06 04:57:43.082130
27218,20250926,1,42,618,1,1,1,1.0,23.46,23.46,0.0,3.05,0.0,26.52,14.08,14.08,9.39,2026-01-06 04:57:43.082130
27219,20250926,1,63,618,1,1,1,1.0,31.25,31.25,0.0,4.06,0.0,35.31,18.75,18.75,12.5,2026-01-06 04:57:43.082130
27220,20250926,1,17,618,1,1,1,1.0,35.74,35.74,0.0,4.65,0.0,40.38,21.44,21.44,14.3,2026-01-06 04:57:43.082130
27221,20230622,1,48,27154,1,1,1,1.0,32.58,32.58,0.0,4.24,0.0,36.82,19.55,19.55,13.03,2026-01-06 04:57:43.082130
27222,20230622,1,28,36300,1,1,1,2.0,19.74,39.48,0.0,5.13,0.0,44.62,11.85,23.69,15.79,2026-01-06 04:57:43.082130
27223,20230622,1,14,12423,1,1,1,1.0,43.82,43.82,0.0,5.7,0.0,49.52,26.29,26.29,17.53,2026-01-06 04:57:43.082130
27224,20231109,1,49,1282,1,1,1,1.0,26.64,26.64,0.0,3.46,0.0,30.1,15.98,15.98,10.66,2026-01-06 04:57:43.082130
27225,20240220,1,17,34908,1,1,1,1.0,33.44,33.44,0.0,4.35,0.0,37.79,20.06,20.06,13.38,2026-01-06 04:57:43.082130
27226,20240615,1,43,29241,1,1,1,1.0,40.38,40.38,0.0,5.25,0.0,45.63,24.23,24.23,16.15,2026-01-06 04:57:43.082130
27227,20240615,1,46,29241,1,1,1,1.0,46.5,46.5,0.0,6.05,0.0,52.55,27.9,27.9,18.6,2026-01-06 04:57:43.082130
27228,20240619,1,33,12233,1,1,1,1.0,23.91,23.91,0.0,3.11,0.0,27.01,14.34,14.34,9.56,2026-01-06 04:57:43.082130
27229,20240619,1,28,12233,1,1,1,1.0,21.76,21.76,0.0,2.83,0.0,24.59,13.05,13.05,8.7,2026-01-06 04:57:43.082130
27230,20240619,1,11,12233,1,1,1,1.0,32.78,32.78,0.0,4.26,0.0,37.04,19.67,19.67,13.11,2026-01-06 04:57:43.082130
27231,20240619,1,15,11332,1,1,1,1.0,25.52,25.52,0.0,3.32,0.0,28.84,15.31,15.31,10.21,2026-01-06 04:57:43.082130
27232,20241102,1,28,29245,1,1,1,1.0,22.1,22.1,0.0,2.87,0.0,24.97,13.26,13.26,8.84,2026-01-06 04:57:43.082130
27233,20241102,1,19,29245,1,1,1,1.0,38.34,38.34,0.0,4.98,0.0,43.33,23.01,23.01,15.34,2026-01-06 04:57:43.082130
27234,20241205,1,20,29255,1,1,1,1.0,31.86,31.86,0.0,4.14,0.0,36.0,19.11,19.11,12.74,2026-01-06 04:57:43.082130
27235,20241205,1,59,29255,1,1,1,1.0,38.25,38.25,0.0,4.97,0.0,43.22,22.95,22.95,15.3,2026-01-06 04:57:43.082130
27236,20241207,1,64,27229,1,1,1,1.0,28.4,28.4,0.0,3.69,0.0,32.09,17.04,17.04,11.36,2026-01-06 04:57:43.082130
27237,20241207,1,41,27229,1,1,1,1.0,39.38,39.38,0.0,5.12,0.0,44.5,23.63,23.63,15.75,2026-01-06 04:57:43.082130
27238,20250610,1,14,29246,1,1,1,1.0,42.23,42.23,0.0,5.49,0.0,47.73,25.34,25.34,16.89,2026-01-06 04:57:43.082130
27239,20230104,1,38,29266,1,1,1,1.0,34.05,34.05,0.0,4.43,0.0,38.48,20.43,20.43,13.62,2026-01-06 04:57:43.082130
27240,20230622,1,40,10696,1,1,1,1.0,42.69,42.69,0.0,5.55,0.0,48.24,25.62,25.62,17.08,2026-01-06 04:57:43.082130
27241,20230622,1,38,28185,1,1,1,1.0,32.25,32.25,0.0,4.19,0.0,36.45,19.35,19.35,12.9,2026-01-06 04:57:43.082130
27242,20231109,1,35,10679,1,1,1,1.0,52.07,52.07,0.0,6.77,0.0,58.84,31.24,31.24,20.83,2026-01-06 04:57:43.082130
27243,20231109,1,60,10679,1,1,1,1.0,47.04,47.04,0.0,6.12,0.0,53.16,28.23,28.23,18.82,2026-01-06 04:57:43.082130
27244,20231109,1,50,10679,1,1,1,1.0,48.49,48.49,0.0,6.3,0.0,54.79,29.09,29.09,19.4,2026-01-06 04:57:43.082130
27245,20231109,1,22,7990,1,1,1,1.0,44.51,44.51,0.0,5.79,0.0,50.3,26.71,26.71,17.81,2026-01-06 04:57:43.082130
27246,20250926,1,62,15904,1,1,1,1.0,46.46,46.46,0.0,6.04,0.0,52.49,27.87,27.87,18.58,2026-01-06 04:57:43.082130
27247,20231109,1,48,7990,1,1,1,1.0,36.19,36.19,0.0,4.7,0.0,40.89,21.71,21.71,14.47,2026-01-06 04:57:43.082130
27248,20231109,1,40,7990,1,1,1,1.0,40.08,40.08,0.0,5.21,0.0,45.29,24.05,24.05,16.03,2026-01-06 04:57:43.082130
27249,20231109,1,18,18928,1,1,1,1.0,39.89,39.89,0.0,5.19,0.0,45.08,23.93,23.93,15.96,2026-01-06 04:57:43.082130
27250,20231109,1,2,18928,1,1,1,1.0,33.31,33.31,0.0,4.33,0.0,37.64,19.99,19.99,13.32,2026-01-06 04:57:43.082130
27251,20231110,1,47,29260,1,1,1,1.0,33.98,33.98,0.0,4.42,0.0,38.4,20.39,20.39,13.59,2026-01-06 04:57:43.082130
27252,20231231,1,18,29262,1,1,1,1.0,37.31,37.31,0.0,4.85,0.0,42.16,22.39,22.39,14.92,2026-01-06 04:57:43.082130
27253,20240619,1,49,11429,1,1,1,1.0,28.84,28.84,0.0,3.75,0.0,32.59,17.3,17.3,11.54,2026-01-06 04:57:43.082130
27254,20240619,1,60,11429,1,1,1,1.0,47.67,47.67,0.0,6.2,0.0,53.87,28.6,28.6,19.07,2026-01-06 04:57:43.082130
27255,20240828,1,8,34893,1,1,1,1.0,29.22,29.22,0.0,3.8,0.0,33.02,17.53,17.53,11.69,2026-01-06 04:57:43.082130
27256,20241116,1,22,34904,1,1,1,1.0,43.02,43.02,0.0,5.59,0.0,48.61,25.81,25.81,17.21,2026-01-06 04:57:43.082130
27257,20241207,1,61,6709,1,1,1,1.0,45.02,45.02,0.0,5.85,0.0,50.87,27.01,27.01,18.01,2026-01-06 04:57:43.082130
27258,20241207,1,19,6709,1,1,1,1.0,40.04,40.04,0.0,5.2,0.0,45.24,24.02,24.02,16.02,2026-01-06 04:57:43.082130
27259,20241207,1,16,7991,1,1,1,1.0,33.14,33.14,0.0,4.31,0.0,37.45,19.88,19.88,13.26,2026-01-06 04:57:43.082130
27260,20241207,1,50,7991,1,1,1,1.0,46.52,46.52,0.0,6.05,0.0,52.57,27.91,27.91,18.61,2026-01-06 04:57:43.082130
27261,20250817,1,31,34890,1,1,1,1.0,22.78,22.78,0.0,2.96,0.0,25.74,13.67,13.67,9.11,2026-01-06 04:57:43.082130
27262,20250922,1,20,29284,1,1,1,1.0,29.04,29.04,0.0,3.77,0.0,32.81,17.42,17.42,11.61,2026-01-06 04:57:43.082130
27263,20250926,1,49,7547,1,1,1,1.0,27.07,27.07,0.0,3.52,0.0,30.59,16.24,16.24,10.83,2026-01-06 04:57:43.082130
27264,20230210,1,35,29282,1,1,1,1.0,51.89,51.89,0.0,6.75,0.0,58.63,31.13,31.13,20.76,2026-01-06 04:57:43.082130
27265,20230520,1,22,29275,1,1,1,1.0,43.24,43.24,0.0,5.62,0.0,48.86,25.94,25.94,17.29,2026-01-06 04:57:43.082130
27266,20230622,1,56,1186,1,1,1,1.0,48.28,48.28,0.0,6.28,0.0,54.56,28.97,28.97,19.31,2026-01-06 04:57:43.082130
27267,20230622,1,23,1186,1,1,1,1.0,40.36,40.36,0.0,5.25,0.0,45.61,24.22,24.22,16.15,2026-01-06 04:57:43.082130
27268,20230907,1,26,29293,1,1,1,1.0,42.6,42.6,0.0,5.54,0.0,48.13,25.56,25.56,17.04,2026-01-06 04:57:43.082130
27269,20231109,1,63,25408,1,1,1,1.0,29.2,29.2,0.0,3.8,0.0,32.99,17.52,17.52,11.68,2026-01-06 04:57:43.082130
27270,20231109,1,4,25408,1,1,1,1.0,39.61,39.61,0.0,5.15,0.0,44.76,23.77,23.77,15.85,2026-01-06 04:57:43.082130
27271,20231127,1,36,29291,1,1,1,1.0,15.64,15.64,0.0,2.03,0.0,17.67,9.38,9.38,6.26,2026-01-06 04:57:43.082130
27272,20231127,1,30,29291,1,1,1,1.0,31.65,31.65,0.0,4.11,0.0,35.76,18.99,18.99,12.66,2026-01-06 04:57:43.082130
27273,20240507,1,45,29287,1,1,1,1.0,23.75,23.75,0.0,3.09,0.0,26.84,14.25,14.25,9.5,2026-01-06 04:57:43.082130
